city,latitude,longitude,timepoint,main_weather,feels_like,humidity,wind_speed,city_id
Collioure,42.52505,3.0831554,1719792000,light rain,20.18,87,3.39,15
Collioure,42.52505,3.0831554,1719802800,scattered clouds,19.45,85,4.57,15
Collioure,42.52505,3.0831554,1719813600,few clouds,20.85,77,5.95,15
Collioure,42.52505,3.0831554,1719824400,clear sky,25.96,48,7.53,15
Collioure,42.52505,3.0831554,1719835200,clear sky,28.45,41,8.42,15
Collioure,42.52505,3.0831554,1719846000,light rain,28.91,40,8.27,15
Collioure,42.52505,3.0831554,1719856800,clear sky,27.18,46,7.52,15
Carcassonne,43.2130358,2.3491069,1719435600,clear sky,26.04,61,3.01,12
Carcassonne,43.2130358,2.3491069,1719446400,scattered clouds,22.78,76,2.68,12
Carcassonne,43.2130358,2.3491069,1719457200,overcast clouds,19.59,87,1.64,12
Carcassonne,43.2130358,2.3491069,1719468000,broken clouds,22.07,75,0.48,12
Carcassonne,43.2130358,2.3491069,1719478800,light rain,29.05,54,2.0,12
Carcassonne,43.2130358,2.3491069,1719489600,scattered clouds,34.48,34,2.58,12
Carcassonne,43.2130358,2.3491069,1719500400,clear sky,36.71,30,2.21,12
Carcassonne,43.2130358,2.3491069,1719511200,light rain,30.7,54,2.6,12
Carcassonne,43.2130358,2.3491069,1719522000,overcast clouds,25.15,71,0.36,12
Carcassonne,43.2130358,2.3491069,1719532800,overcast clouds,23.81,78,0.83,12
Carcassonne,43.2130358,2.3491069,1719543600,few clouds,22.46,94,2.69,12
Carcassonne,43.2130358,2.3491069,1719554400,scattered clouds,22.63,90,2.89,12
Carcassonne,43.2130358,2.3491069,1719565200,overcast clouds,29.49,66,2.05,12
Carcassonne,43.2130358,2.3491069,1719576000,broken clouds,35.4,38,2.74,12
Carcassonne,43.2130358,2.3491069,1719586800,clear sky,33.61,32,7.88,12
Carcassonne,43.2130358,2.3491069,1719597600,scattered clouds,27.41,42,7.12,12
Carcassonne,43.2130358,2.3491069,1719608400,overcast clouds,21.62,67,5.93,12
Carcassonne,43.2130358,2.3491069,1719619200,overcast clouds,19.73,81,5.84,12
Carcassonne,43.2130358,2.3491069,1719630000,overcast clouds,19.12,88,6.53,12
Carcassonne,43.2130358,2.3491069,1719640800,broken clouds,20.58,84,6.48,12
Carcassonne,43.2130358,2.3491069,1719651600,light rain,25.27,62,7.43,12
Carcassonne,43.2130358,2.3491069,1719662400,overcast clouds,26.08,60,7.35,12
Carcassonne,43.2130358,2.3491069,1719673200,light rain,25.35,73,2.43,12
Carcassonne,43.2130358,2.3491069,1719684000,light rain,23.87,75,5.99,12
Carcassonne,43.2130358,2.3491069,1719694800,scattered clouds,20.32,86,5.37,12
Carcassonne,43.2130358,2.3491069,1719705600,scattered clouds,18.16,88,4.76,12
Carcassonne,43.2130358,2.3491069,1719716400,broken clouds,17.53,87,3.99,12
Carcassonne,43.2130358,2.3491069,1719727200,broken clouds,18.1,80,4.41,12
Carcassonne,43.2130358,2.3491069,1719738000,overcast clouds,21.78,61,5.29,12
Carcassonne,43.2130358,2.3491069,1719748800,overcast clouds,25.05,51,5.73,12
Carcassonne,43.2130358,2.3491069,1719759600,light rain,23.53,60,5.76,12
Carcassonne,43.2130358,2.3491069,1719770400,overcast clouds,22.55,64,6.19,12
Carcassonne,43.2130358,2.3491069,1719781200,overcast clouds,19.38,85,4.4,12
Carcassonne,43.2130358,2.3491069,1719792000,overcast clouds,17.85,89,4.22,12
Carcassonne,43.2130358,2.3491069,1719802800,broken clouds,16.59,90,4.11,12
Carcassonne,43.2130358,2.3491069,1719813600,scattered clouds,17.94,77,4.78,12
Carcassonne,43.2130358,2.3491069,1719824400,clear sky,23.32,54,6.96,12
Carcassonne,43.2130358,2.3491069,1719835200,clear sky,27.03,43,7.89,12
Carcassonne,43.2130358,2.3491069,1719846000,clear sky,27.46,42,7.7,12
Carcassonne,43.2130358,2.3491069,1719856800,clear sky,24.87,51,6.88,12
Ariège,42.8458016,1.6067586,1719435600,overcast clouds,26.31,79,3.06,5
Ariège,42.8458016,1.6067586,1719446400,overcast clouds,24.26,75,2.43,5
Ariège,42.8458016,1.6067586,1719457200,scattered clouds,20.24,80,2.89,5
Ariège,42.8458016,1.6067586,1719468000,scattered clouds,22.85,72,2.08,5
Ariège,42.8458016,1.6067586,1719478800,scattered clouds,29.77,52,1.97,5
Ariège,42.8458016,1.6067586,1719489600,light rain,32.72,53,3.38,5
Ariège,42.8458016,1.6067586,1719500400,moderate rain,32.51,65,3.1,5
Ariège,42.8458016,1.6067586,1719511200,light rain,26.62,91,1.45,5
Ariège,42.8458016,1.6067586,1719522000,overcast clouds,22.97,91,2.04,5
Ariège,42.8458016,1.6067586,1719532800,overcast clouds,21.33,91,2.59,5
Ariège,42.8458016,1.6067586,1719543600,broken clouds,20.44,92,2.45,5
Ariège,42.8458016,1.6067586,1719554400,broken clouds,22.4,87,1.45,5
Ariège,42.8458016,1.6067586,1719565200,broken clouds,28.99,59,1.53,5
Ariège,42.8458016,1.6067586,1719576000,scattered clouds,31.51,48,1.46,5
Ariège,42.8458016,1.6067586,1719586800,broken clouds,32.8,44,1.68,5
Ariège,42.8458016,1.6067586,1719597600,light rain,30.19,76,1.33,5
Ariège,42.8458016,1.6067586,1719608400,scattered clouds,21.63,81,3.37,5
Ariège,42.8458016,1.6067586,1719619200,scattered clouds,20.46,69,4.01,5
Ariège,42.8458016,1.6067586,1719630000,few clouds,19.55,56,3.48,5
Ariège,42.8458016,1.6067586,1719640800,scattered clouds,21.87,62,1.74,5
Ariège,42.8458016,1.6067586,1719651600,overcast clouds,24.55,61,1.67,5
Ariège,42.8458016,1.6067586,1719662400,light rain,25.9,58,1.54,5
Ariège,42.8458016,1.6067586,1719673200,light rain,23.98,66,1.53,5
Ariège,42.8458016,1.6067586,1719684000,light rain,21.12,86,1.72,5
Ariège,42.8458016,1.6067586,1719694800,light rain,18.43,98,0.66,5
Ariège,42.8458016,1.6067586,1719705600,broken clouds,16.95,93,0.73,5
Ariège,42.8458016,1.6067586,1719716400,scattered clouds,16.46,93,0.62,5
Ariège,42.8458016,1.6067586,1719727200,broken clouds,17.91,92,0.39,5
Ariège,42.8458016,1.6067586,1719738000,light rain,20.6,84,2.07,5
Ariège,42.8458016,1.6067586,1719748800,light rain,21.09,83,1.96,5
Ariège,42.8458016,1.6067586,1719759600,light rain,21.64,86,1.91,5
Ariège,42.8458016,1.6067586,1719770400,light rain,19.96,95,1.79,5
Ariège,42.8458016,1.6067586,1719781200,light rain,18.51,100,1.15,5
Ariège,42.8458016,1.6067586,1719792000,overcast clouds,17.86,100,0.71,5
Ariège,42.8458016,1.6067586,1719802800,overcast clouds,17.03,99,1.03,5
Ariège,42.8458016,1.6067586,1719813600,light rain,17.14,98,0.58,5
Ariège,42.8458016,1.6067586,1719824400,light rain,17.47,98,1.67,5
Ariège,42.8458016,1.6067586,1719835200,light rain,21.0,80,2.52,5
Ariège,42.8458016,1.6067586,1719846000,overcast clouds,21.39,76,2.45,5
Ariège,42.8458016,1.6067586,1719856800,light rain,19.77,87,1.6,5
Toulouse,43.6044622,1.4442469,1719435600,clear sky,28.96,50,2.51,33
Toulouse,43.6044622,1.4442469,1719446400,scattered clouds,24.84,64,2.49,33
Toulouse,43.6044622,1.4442469,1719457200,overcast clouds,20.8,79,2.2,33
Toulouse,43.6044622,1.4442469,1719468000,light rain,21.71,81,1.05,33
Toulouse,43.6044622,1.4442469,1719478800,scattered clouds,27.96,62,0.51,33
Toulouse,43.6044622,1.4442469,1719489600,scattered clouds,31.87,49,1.56,33
Toulouse,43.6044622,1.4442469,1719500400,scattered clouds,33.76,47,2.1,33
Toulouse,43.6044622,1.4442469,1719511200,scattered clouds,32.65,61,3.09,33
Toulouse,43.6044622,1.4442469,1719522000,light rain,25.58,76,2.11,33
Toulouse,43.6044622,1.4442469,1719532800,light rain,23.49,86,3.6,33
Toulouse,43.6044622,1.4442469,1719543600,scattered clouds,20.9,94,3.34,33
Toulouse,43.6044622,1.4442469,1719554400,broken clouds,21.21,88,3.03,33
Toulouse,43.6044622,1.4442469,1719565200,light rain,25.26,72,2.03,33
Toulouse,43.6044622,1.4442469,1719576000,broken clouds,30.24,62,0.75,33
Toulouse,43.6044622,1.4442469,1719586800,broken clouds,33.7,53,0.96,33
Toulouse,43.6044622,1.4442469,1719597600,broken clouds,33.31,63,0.47,33
Toulouse,43.6044622,1.4442469,1719608400,overcast clouds,24.25,73,2.05,33
Toulouse,43.6044622,1.4442469,1719619200,overcast clouds,20.69,67,4.93,33
Toulouse,43.6044622,1.4442469,1719630000,overcast clouds,19.69,76,4.88,33
Toulouse,43.6044622,1.4442469,1719640800,overcast clouds,19.94,83,5.57,33
Toulouse,43.6044622,1.4442469,1719651600,overcast clouds,24.3,66,3.35,33
Toulouse,43.6044622,1.4442469,1719662400,light rain,23.45,74,4.09,33
Toulouse,43.6044622,1.4442469,1719673200,moderate rain,24.02,76,5.04,33
Toulouse,43.6044622,1.4442469,1719684000,light rain,23.12,76,5.53,33
Toulouse,43.6044622,1.4442469,1719694800,scattered clouds,18.99,82,4.5,33
Toulouse,43.6044622,1.4442469,1719705600,scattered clouds,16.62,90,3.6,33
Toulouse,43.6044622,1.4442469,1719716400,overcast clouds,16.49,85,3.09,33
Toulouse,43.6044622,1.4442469,1719727200,overcast clouds,16.86,81,3.14,33
Toulouse,43.6044622,1.4442469,1719738000,overcast clouds,19.48,70,2.36,33
Toulouse,43.6044622,1.4442469,1719748800,overcast clouds,22.56,62,2.74,33
Toulouse,43.6044622,1.4442469,1719759600,light rain,21.56,71,2.85,33
Toulouse,43.6044622,1.4442469,1719770400,light rain,21.68,72,2.82,33
Toulouse,43.6044622,1.4442469,1719781200,overcast clouds,19.43,80,2.53,33
Toulouse,43.6044622,1.4442469,1719792000,overcast clouds,16.59,85,2.51,33
Toulouse,43.6044622,1.4442469,1719802800,clear sky,15.24,86,2.21,33
Toulouse,43.6044622,1.4442469,1719813600,clear sky,16.91,80,2.32,33
Toulouse,43.6044622,1.4442469,1719824400,clear sky,22.01,62,3.63,33
Toulouse,43.6044622,1.4442469,1719835200,clear sky,24.85,52,4.91,33
Toulouse,43.6044622,1.4442469,1719846000,scattered clouds,26.15,47,4.84,33
Toulouse,43.6044622,1.4442469,1719856800,few clouds,23.7,57,4.46,33
Montauban,44.0175835,1.3549991,1719435600,light rain,30.18,59,1.54,26
Montauban,44.0175835,1.3549991,1719446400,scattered clouds,24.96,67,1.57,26
Montauban,44.0175835,1.3549991,1719457200,overcast clouds,21.23,76,0.77,26
Montauban,44.0175835,1.3549991,1719468000,overcast clouds,22.26,78,1.5,26
Montauban,44.0175835,1.3549991,1719478800,few clouds,26.25,70,1.92,26
Montauban,44.0175835,1.3549991,1719489600,few clouds,30.85,60,2.25,26
Montauban,44.0175835,1.3549991,1719500400,scattered clouds,33.09,57,2.93,26
Montauban,44.0175835,1.3549991,1719511200,few clouds,32.45,67,2.65,26
Montauban,44.0175835,1.3549991,1719522000,few clouds,25.0,79,2.08,26
Montauban,44.0175835,1.3549991,1719532800,scattered clouds,23.17,88,2.4,26
Montauban,44.0175835,1.3549991,1719543600,broken clouds,21.12,97,2.51,26
Montauban,44.0175835,1.3549991,1719554400,overcast clouds,20.92,87,2.84,26
Montauban,44.0175835,1.3549991,1719565200,light rain,24.77,74,2.47,26
Montauban,44.0175835,1.3549991,1719576000,light rain,30.8,65,0.34,26
Montauban,44.0175835,1.3549991,1719586800,broken clouds,33.34,59,2.85,26
Montauban,44.0175835,1.3549991,1719597600,broken clouds,31.24,74,3.75,26
Montauban,44.0175835,1.3549991,1719608400,overcast clouds,24.51,77,1.75,26
Montauban,44.0175835,1.3549991,1719619200,overcast clouds,21.12,76,3.32,26
Montauban,44.0175835,1.3549991,1719630000,overcast clouds,18.49,69,2.37,26
Montauban,44.0175835,1.3549991,1719640800,overcast clouds,20.07,76,1.93,26
Montauban,44.0175835,1.3549991,1719651600,overcast clouds,23.28,71,5.07,26
Montauban,44.0175835,1.3549991,1719662400,light rain,22.23,84,6.41,26
Montauban,44.0175835,1.3549991,1719673200,moderate rain,24.01,76,4.61,26
Montauban,44.0175835,1.3549991,1719684000,light rain,23.15,78,6.54,26
Montauban,44.0175835,1.3549991,1719694800,few clouds,17.89,92,3.65,26
Montauban,44.0175835,1.3549991,1719705600,light rain,17.56,91,3.21,26
Montauban,44.0175835,1.3549991,1719716400,overcast clouds,15.3,94,3.3,26
Montauban,44.0175835,1.3549991,1719727200,overcast clouds,16.44,86,2.75,26
Montauban,44.0175835,1.3549991,1719738000,overcast clouds,19.28,76,2.6,26
Montauban,44.0175835,1.3549991,1719748800,light rain,21.72,68,3.7,26
Montauban,44.0175835,1.3549991,1719759600,overcast clouds,22.67,64,3.39,26
Montauban,44.0175835,1.3549991,1719770400,light rain,20.69,77,3.25,26
Montauban,44.0175835,1.3549991,1719781200,broken clouds,17.21,85,2.35,26
Montauban,44.0175835,1.3549991,1719792000,broken clouds,15.43,86,1.5,26
Montauban,44.0175835,1.3549991,1719802800,clear sky,14.51,90,2.38,26
Montauban,44.0175835,1.3549991,1719813600,clear sky,16.1,84,2.01,26
Montauban,44.0175835,1.3549991,1719824400,clear sky,21.18,67,3.45,26
Montauban,44.0175835,1.3549991,1719835200,clear sky,24.12,56,4.7,26
Montauban,44.0175835,1.3549991,1719846000,clear sky,25.16,54,5.21,26
Montauban,44.0175835,1.3549991,1719856800,clear sky,23.17,64,4.48,26
Biarritz,43.4832523,-1.5592776,1719435600,moderate rain,23.07,87,4.29,10
Biarritz,43.4832523,-1.5592776,1719446400,broken clouds,21.58,90,3.39,10
Biarritz,43.4832523,-1.5592776,1719457200,overcast clouds,19.56,95,3.33,10
Biarritz,43.4832523,-1.5592776,1719468000,light rain,20.08,94,2.68,10
Biarritz,43.4832523,-1.5592776,1719478800,light rain,21.22,87,3.06,10
Biarritz,43.4832523,-1.5592776,1719489600,scattered clouds,21.99,82,3.42,10
Biarritz,43.4832523,-1.5592776,1719500400,scattered clouds,22.12,84,2.92,10
Biarritz,43.4832523,-1.5592776,1719511200,scattered clouds,21.54,90,3.9,10
Biarritz,43.4832523,-1.5592776,1719522000,light rain,20.48,94,2.73,10
Biarritz,43.4832523,-1.5592776,1719532800,light rain,20.15,93,2.32,10
Biarritz,43.4832523,-1.5592776,1719543600,overcast clouds,19.56,92,1.84,10
Biarritz,43.4832523,-1.5592776,1719554400,overcast clouds,19.44,86,1.34,10
Biarritz,43.4832523,-1.5592776,1719565200,broken clouds,20.89,77,2.16,10
Biarritz,43.4832523,-1.5592776,1719576000,broken clouds,20.82,78,2.97,10
Biarritz,43.4832523,-1.5592776,1719586800,few clouds,20.79,79,3.85,10
Biarritz,43.4832523,-1.5592776,1719597600,scattered clouds,21.11,81,2.79,10
Biarritz,43.4832523,-1.5592776,1719608400,scattered clouds,20.43,87,2.59,10
Biarritz,43.4832523,-1.5592776,1719619200,light rain,19.98,92,4.91,10
Biarritz,43.4832523,-1.5592776,1719630000,light rain,19.4,95,6.05,10
Biarritz,43.4832523,-1.5592776,1719640800,light rain,19.17,95,6.43,10
Biarritz,43.4832523,-1.5592776,1719651600,moderate rain,19.56,93,5.24,10
Biarritz,43.4832523,-1.5592776,1719662400,light rain,20.62,85,9.33,10
Biarritz,43.4832523,-1.5592776,1719673200,light rain,19.7,89,6.02,10
Biarritz,43.4832523,-1.5592776,1719684000,light rain,18.84,88,5.11,10
Biarritz,43.4832523,-1.5592776,1719694800,light rain,18.2,84,4.7,10
Biarritz,43.4832523,-1.5592776,1719705600,overcast clouds,17.63,79,3.94,10
Biarritz,43.4832523,-1.5592776,1719716400,overcast clouds,17.47,82,2.68,10
Biarritz,43.4832523,-1.5592776,1719727200,light rain,17.47,86,2.83,10
Biarritz,43.4832523,-1.5592776,1719738000,light rain,18.67,78,1.54,10
Biarritz,43.4832523,-1.5592776,1719748800,broken clouds,18.98,76,2.35,10
Biarritz,43.4832523,-1.5592776,1719759600,scattered clouds,19.35,73,3.3,10
Biarritz,43.4832523,-1.5592776,1719770400,broken clouds,19.33,75,3.53,10
Biarritz,43.4832523,-1.5592776,1719781200,broken clouds,19.04,78,2.37,10
Biarritz,43.4832523,-1.5592776,1719792000,broken clouds,18.72,76,1.33,10
Biarritz,43.4832523,-1.5592776,1719802800,overcast clouds,18.61,75,1.88,10
Biarritz,43.4832523,-1.5592776,1719813600,overcast clouds,18.77,74,1.97,10
Biarritz,43.4832523,-1.5592776,1719824400,overcast clouds,19.72,67,2.35,10
Biarritz,43.4832523,-1.5592776,1719835200,broken clouds,20.07,68,3.29,10
Biarritz,43.4832523,-1.5592776,1719846000,few clouds,20.16,68,3.38,10
Biarritz,43.4832523,-1.5592776,1719856800,clear sky,19.97,72,2.85,10
Bayonne,43.4945144,-1.4736657,1719435600,moderate rain,23.6,88,3.84,8
Bayonne,43.4945144,-1.4736657,1719446400,light rain,21.75,91,2.59,8
Bayonne,43.4945144,-1.4736657,1719457200,overcast clouds,19.08,97,2.72,8
Bayonne,43.4945144,-1.4736657,1719468000,light rain,19.99,96,2.3,8
Bayonne,43.4945144,-1.4736657,1719478800,light rain,21.81,84,2.93,8
Bayonne,43.4945144,-1.4736657,1719489600,scattered clouds,23.05,77,3.39,8
Bayonne,43.4945144,-1.4736657,1719500400,scattered clouds,23.06,80,2.85,8
Bayonne,43.4945144,-1.4736657,1719511200,scattered clouds,21.83,89,3.78,8
Bayonne,43.4945144,-1.4736657,1719522000,light rain,20.17,96,2.56,8
Bayonne,43.4945144,-1.4736657,1719532800,light rain,20.02,95,2.04,8
Bayonne,43.4945144,-1.4736657,1719543600,overcast clouds,19.37,94,1.61,8
Bayonne,43.4945144,-1.4736657,1719554400,overcast clouds,19.28,89,1.24,8
Bayonne,43.4945144,-1.4736657,1719565200,broken clouds,21.37,75,2.04,8
Bayonne,43.4945144,-1.4736657,1719576000,broken clouds,21.96,75,2.75,8
Bayonne,43.4945144,-1.4736657,1719586800,scattered clouds,21.98,77,3.78,8
Bayonne,43.4945144,-1.4736657,1719597600,scattered clouds,21.26,81,2.88,8
Bayonne,43.4945144,-1.4736657,1719608400,scattered clouds,20.05,88,2.52,8
Bayonne,43.4945144,-1.4736657,1719619200,light rain,19.7,93,4.16,8
Bayonne,43.4945144,-1.4736657,1719630000,light rain,19.15,96,5.14,8
Bayonne,43.4945144,-1.4736657,1719640800,light rain,19.04,97,5.41,8
Bayonne,43.4945144,-1.4736657,1719651600,moderate rain,19.78,94,4.75,8
Bayonne,43.4945144,-1.4736657,1719662400,light rain,21.18,81,8.24,8
Bayonne,43.4945144,-1.4736657,1719673200,light rain,19.85,89,5.46,8
Bayonne,43.4945144,-1.4736657,1719684000,light rain,18.7,90,4.35,8
Bayonne,43.4945144,-1.4736657,1719694800,light rain,17.94,87,3.97,8
Bayonne,43.4945144,-1.4736657,1719705600,overcast clouds,17.08,81,3.48,8
Bayonne,43.4945144,-1.4736657,1719716400,overcast clouds,16.82,85,2.19,8
Bayonne,43.4945144,-1.4736657,1719727200,light rain,17.14,88,2.38,8
Bayonne,43.4945144,-1.4736657,1719738000,light rain,18.69,79,1.33,8
Bayonne,43.4945144,-1.4736657,1719748800,broken clouds,19.56,72,2.8,8
Bayonne,43.4945144,-1.4736657,1719759600,broken clouds,19.93,71,3.61,8
Bayonne,43.4945144,-1.4736657,1719770400,broken clouds,19.39,76,3.4,8
Bayonne,43.4945144,-1.4736657,1719781200,broken clouds,18.66,80,1.89,8
Bayonne,43.4945144,-1.4736657,1719792000,broken clouds,18.37,79,1.21,8
Bayonne,43.4945144,-1.4736657,1719802800,overcast clouds,18.26,78,1.7,8
Bayonne,43.4945144,-1.4736657,1719813600,overcast clouds,18.49,78,1.51,8
Bayonne,43.4945144,-1.4736657,1719824400,overcast clouds,19.99,68,2.21,8
Bayonne,43.4945144,-1.4736657,1719835200,broken clouds,20.58,67,3.67,8
Bayonne,43.4945144,-1.4736657,1719846000,few clouds,20.75,67,3.64,8
Bayonne,43.4945144,-1.4736657,1719856800,few clouds,20.04,73,2.99,8
La Rochelle,46.1591126,-1.1520434,1719435600,clear sky,24.44,74,3.8,20
La Rochelle,46.1591126,-1.1520434,1719446400,clear sky,22.31,77,2.47,20
La Rochelle,46.1591126,-1.1520434,1719457200,broken clouds,19.8,79,2.54,20
La Rochelle,46.1591126,-1.1520434,1719468000,broken clouds,19.81,81,2.97,20
La Rochelle,46.1591126,-1.1520434,1719478800,broken clouds,22.02,77,0.79,20
La Rochelle,46.1591126,-1.1520434,1719489600,broken clouds,21.27,82,5.01,20
La Rochelle,46.1591126,-1.1520434,1719500400,broken clouds,21.27,71,6.57,20
La Rochelle,46.1591126,-1.1520434,1719511200,broken clouds,20.07,77,7.35,20
La Rochelle,46.1591126,-1.1520434,1719522000,overcast clouds,18.3,83,5.96,20
La Rochelle,46.1591126,-1.1520434,1719532800,overcast clouds,17.11,89,4.82,20
La Rochelle,46.1591126,-1.1520434,1719543600,overcast clouds,16.31,90,5.77,20
La Rochelle,46.1591126,-1.1520434,1719554400,overcast clouds,15.37,80,6.07,20
La Rochelle,46.1591126,-1.1520434,1719565200,light rain,18.15,74,4.77,20
La Rochelle,46.1591126,-1.1520434,1719576000,light rain,20.24,72,3.66,20
La Rochelle,46.1591126,-1.1520434,1719586800,light rain,22.23,69,4.12,20
La Rochelle,46.1591126,-1.1520434,1719597600,broken clouds,22.1,72,5.44,20
La Rochelle,46.1591126,-1.1520434,1719608400,clear sky,19.09,81,5.54,20
La Rochelle,46.1591126,-1.1520434,1719619200,few clouds,17.69,78,5.51,20
La Rochelle,46.1591126,-1.1520434,1719630000,light rain,16.64,83,6.67,20
La Rochelle,46.1591126,-1.1520434,1719640800,light rain,16.68,87,5.98,20
La Rochelle,46.1591126,-1.1520434,1719651600,light rain,17.76,89,7.37,20
La Rochelle,46.1591126,-1.1520434,1719662400,light rain,20.25,89,5.37,20
La Rochelle,46.1591126,-1.1520434,1719673200,moderate rain,19.41,92,4.95,20
La Rochelle,46.1591126,-1.1520434,1719684000,light rain,18.21,91,7.26,20
La Rochelle,46.1591126,-1.1520434,1719694800,light rain,17.57,91,6.46,20
La Rochelle,46.1591126,-1.1520434,1719705600,light rain,16.1,84,6.48,20
La Rochelle,46.1591126,-1.1520434,1719716400,light rain,15.76,81,5.52,20
La Rochelle,46.1591126,-1.1520434,1719727200,light rain,16.19,81,4.57,20
La Rochelle,46.1591126,-1.1520434,1719738000,light rain,15.85,76,3.14,20
La Rochelle,46.1591126,-1.1520434,1719748800,broken clouds,17.52,64,2.74,20
La Rochelle,46.1591126,-1.1520434,1719759600,overcast clouds,17.9,58,3.59,20
La Rochelle,46.1591126,-1.1520434,1719770400,broken clouds,17.83,66,3.84,20
La Rochelle,46.1591126,-1.1520434,1719781200,overcast clouds,17.09,75,3.98,20
La Rochelle,46.1591126,-1.1520434,1719792000,broken clouds,16.27,87,3.74,20
La Rochelle,46.1591126,-1.1520434,1719802800,clear sky,16.16,92,2.51,20
La Rochelle,46.1591126,-1.1520434,1719813600,clear sky,17.23,91,2.21,20
La Rochelle,46.1591126,-1.1520434,1719824400,scattered clouds,18.76,83,3.94,20
La Rochelle,46.1591126,-1.1520434,1719835200,few clouds,19.14,79,5.56,20
La Rochelle,46.1591126,-1.1520434,1719846000,clear sky,19.3,77,5.96,20
La Rochelle,46.1591126,-1.1520434,1719856800,clear sky,19.03,80,5.49,20
