Unnamed: 0,hotel_name,hotel_address,latitude,longitude
473,Mercure Bayeux Omaha Beach,"Chemin Du Colombier, 14520 Port-en-Bessin-Huppain, France",49.34120954,-0.76816857
474,ibis Bayeux Port En Bessin,"12 Quai Baron Gerard, 14520 Port-en-Bessin-Huppain, France",49.34591036,-0.75205386
475,Logis Hôtel La Rosière,"14, Route de Bayeux, 14117 Tracy-sur-Mer, France",49.32349966,-0.65240979
476,Château Saint Gilles,"80, rue de la Mairie, Guéron, 14400 Guéron, France",49.249366,-0.712469
477,"Les Villas d'Arromanches, Teritoria","1 rue du Lt Colonel De Job, 14117 Arromanches-les-Bains, France",49.33893271,-0.62958688
478,Pierre & Vacances Résidence Le Chant des Oiseaux,"Chemin de la Tuilerie, 14470 Courseulles-sur-Mer, France",49.33364534,-0.46573341
479,Domaine de L'Hostreiere,"Route Du Cimetière Américain, 14710 Colleville-sur-Mer, France",49.34857163,-0.85488975
480,Gold Beach Hotel & RESIDENCE,"Rue Devonshire Regiment, 14960 Asnelles, France",49.33972056,-0.58502197
481,Hôtel Le Manoir De Mathan Crépon à la campagne 5 mn d'Arromanches et 10 mn de Bayeux,"Route de Bayeux, 14480 Crépon, France",49.31500078,-0.55230975
482,La Cremaillere,"23 avenue de La Combattante, 14470 Courseulles-sur-Mer, France",49.33552951,-0.45545518
483,Ferme de la Rançonnière - Hôtel & Restaurant,"Route de Creully, 14480 Crépon, France",49.31199321,-0.54714516
484,La Pêcherie,"7 Place Du 6 Juin N°14, 14470 Courseulles-sur-Mer, France",49.3349772,-0.45743197
485,La Grande Ferme Maison de Maître,"route de creully, 14480 Crépon, France",49.31289187,-0.54875484
486,Château de Bernesq,"2 rue du Chateau, 14710 Bernesq, France",49.27241099,-0.94273603
487,Appartement Prestige Résidentiel 3 chambres 3 salles de bain au Manoir de Mathan à Crépon 5 mn d'Arromanches et 10 mn de Bayeux,"9 Route de Bayeux, 14480 Crépon, France",49.314979,-0.551983
488,Chateau d'Audrieu,"Rue Principale, 14250 Audrieu, France",49.20403487,-0.59443116
489,ibis Caen Porte De Bretagne,"1, rue Du Fresne, 14760 Bretteville-sur-Odon, France",49.16416594,-0.42426378
490,Grand Hôtel De La Seine,"14, Quai Gaston Boulet, 76000 Rouen, France",49.44158357,1.08144455
491,Hotel De Quebec,"18-24 Rue De Quebec, 76000 Rouen, France",49.43783419,1.09725282
492,Aparthotel Adagio Access Rouen Centre Cathédrale,"10 Quai de la Bourse RouenFrance, 76000 Rouen, France",49.439067,1.089627
493,Mercure Rouen Centre Cathédrale,"7 Rue Croix de Fer, 76000 Rouen, France",49.44117285,1.09517545
494,DOMITYS Les Mosaïques,"64 Rue Saint-Julien, 76100 Rouen, France",49.4290146,1.0832807
495,KYRIAD ROUEN SUD - Sotteville les Rouen,"23 Rue d'Eauplet, 76300 Rouen, France",49.421793,1.106844
496,"Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel","103 Avenue Jean Rondeaux, 76100 Rouen, France",49.429988,1.072398
497,Mercure Rouen Centre Champ de Mars,"12 bis Avenue Aristide Briand, 76000 Rouen, France",49.43555756,1.10374242
498,Hôtel d'Angleterre Rouen Centre Gare,"21 Quai du Havre, 76000 Rouen, France",49.439538,1.087303
499,Ibis Styles Rouen Centre Rive Gauche,"55 Avenue De La Liberation, 76100 Rouen, France",49.42498666,1.06860875
500,Urban Style hotel de l'Europe,"87, rue aux Ours, 76000 Rouen, France",49.44115235,1.08923636
501,Hôtel De La Cathédrale,"12 Rue Saint Romain, 76000 Rouen, France",49.44011681,1.09693363
502,Résidence Les Boréales,"52 Rue Meridienne, 76100 Rouen, France",49.4254701,1.0838855
503,Hotel Dandy Rouen centre,"93 A Rue Cauchoise, 76000 Rouen, France",49.44527729,1.0867627
504,"Hôtel Littéraire Gustave Flaubert, BW Signature Collection","33 rue du Vieux Palais / 15 rue de la Pie, 76000 Rouen, France",49.44263508,1.08685791
505,"Radisson Blu Hotel, Rouen Centre","6-8 Rue du Donjon, 76000 Rouen, France",49.446441,1.09412
506,Hôtel Paulette Rouen Centre Cathédrale,"12 Rue De La Champmeslé, 76000 Rouen, France",49.43872283,1.09135196
507,"Hôtel de Bourgtheroulde, Autograph Collection","15 Place De La Pucelle, 76000 Rouen, France",49.442178,1.088876
508,Kyriad Rouen Sud - Oissel,"31 rue Desire Granet, 76800 Saint-Étienne-du-Rouvray, France",49.36880599,1.11070275
509,Campanile Rouen Est - Franqueville Saint Pierre,"Za Portes De Franqueville / Rn 14, 210 Rue Jéhan Ango, 76520 Franqueville-Saint-Pierre, France",49.40243794,1.16153866
510,"The Originals City, Hôtel Éden, Rouen Nord (Inter-Hotel)","Espace Leader - Rue Gustave Eiffel, 76230 Bois-Guillaume, France",49.47455216,1.10468388
511,Logis Hôtel & Restaurant Le Vert Bocage,"864 route de paris, 76520 Franqueville-Saint-Pierre, France",49.397889,1.177987
512,Best Western Plus Le Conquerant Rouen Nord,"332 Rue Du General De Gaulle, 76230 Bois-Guillaume, France",49.472657,1.108758
513,Logis Hôtel & Restaurant - Le Relais de Montigny,"248, Rue Du Lieutenant Aubert., 76380 Montigny, France",49.45901383,0.99833429
514,Résidence DOMITYS - L'Athénée,"58 ter Avenue du Mont aux Malades, 76130 Mont-Saint-Aignan, France",49.466736,1.069951
515,Abbaye des Capucins Spa & Resort,"6-8 Quai De Verdun, 82000 Montauban, France",44.02054293,1.34956688
516,Kyriad Montauban Sud - Albasud,"Zone Albasud Secteur 3 Impasse Louis Lepine, 82000 Montauban, France",43.98204027,1.33269846
517,Dali Hôtel Montauban,"6 Quai de Verdun, 82000 Montauban, France",44.02099556,1.34924001
518,ibis Montauban,"50 route de Saint Martial, 82000 Montauban, France",44.0053675,1.3837342
519,HÔTEL LE CHAPON FIN,"3 Place des Récollets, 82200 Moissac, France",44.103214,1.085845
520,Residhome Lyon Gerland,"2 Rue Marie Madeleine Fourcade, 7th arr., 69007 Lyon, France",45.7370505,4.83739883
521,Appart’City Confort Lyon Gerland,"175 Avenue Jean Jaurès, 7th arr., 69007 Lyon, France",45.73795282,4.83773947
522,Appart'City Classic Lyon Part-Dieu,"111-113, Boulevard Vivier-Merle, 3rd arr., 69003 Lyon, France",45.75278477,4.85971212
523,Appart'City Classic Lyon Part Dieu Villette,"6 Avenue Lacassagne, 3rd arr., 69003 Lyon, France",45.75644535,4.8632741
524,Odalys City Lyon Bioparc,"60, Avenue Rockefeller, 8th arr., 69008 Lyon, France",45.74010935,4.88837957
525,Odalys City Lyon Confluence,"7 cours Bayard, 2nd arr., 69002 Lyon, France",45.74457016,4.82010044
526,Lagrange Aparthotel Lyon Lumière,"81-85 Cours Albert Thomas, 3rd arr., 69003 Lyon, France",45.74645865,4.86893088
527,Appart hôtel Q7 Lodge Lyon 7,"7 rue Félix Brun, 7th arr., 69007 Lyon, France",45.74027408,4.83358204
528,Hôtel Maison Lacassagne Lyon,"245 Avenue Lacassagne, 3rd arr., 69003 Lyon, France",45.74439127,4.89254236
529,Aparthotel Adagio Lyon Patio Confluence,"50 Cours Charlemagne, 2nd arr., 69002 Lyon, France",45.74525324,4.82281566
530,Residhotel Lyon Part Dieu,"79 Boulevard Marius Vivier Merle, 3rd arr., 69003 Lyon, France",45.75560696,4.85917568
531,Apparthotel Privilodges Lyon Lumière,"14 rue Jacqueline Auriol, Angle de l'avenue Jean Mermoz, Lyon, 8th arr., 69008 Lyon, France",45.73459006,4.87520283
532,La Résidence,"18, Rue Victor Hugo, 2nd arr., 69002 Lyon, France",45.75527786,4.83048242
533,Résidence Villemanzy,"21 Montee St Sebastien, 1st arr., 69001 Lyon, France",45.77193515,4.83545758
534,Mercure Lyon Centre - Gare Part Dieu,"50 Rue de la Villette, 3rd arr., 69003 Lyon, France",45.75930703,4.86149579
535,Hôtel Villa Berlioz,"12 Cours Charlemagne, 2nd arr., 69002 Lyon, France",45.74733274,4.82453227
536,Citadines Presqu'île Lyon,"2 Rue Thomassin, 2nd arr., 69002 Lyon, France",45.76158736,4.83262651
537,Mercure Lyon Centre Château Perrache,"12 Cours Verdun Rambaud - Esplanade De La Gare, 2nd arr., 69002 Lyon, France",45.74922688,4.82522696
538,Citadines Part-Dieu Lyon,"91-95 Rue Moncey, 3rd arr., 69003 Lyon, France",45.76136272,4.8498369
539,Mama Shelter Lyon,"13 rue Domer, 7th arr., 69007 Lyon, France",45.74695278,4.84526776
540,Hotel Des Remparts Perrache,"19, Place Carnot (côté Saône ), 2nd arr., 69002 Lyon, France",45.75055386,4.82641786
541,MOB HOTEL Lyon Confluence,"55 Quai Rambaud, 2nd arr., 69002 Lyon, France",45.7346143,4.8159854
542,ibis Lyon Gerland Musée des Confluences,"68 Avenue Leclerc, 7th arr., 69007 Lyon, France",45.73332499,4.82288003
543,Nemea Appart Hotel So Cloud Lyon Gare Part-Dieu,"53 Rue Desaix, 3rd arr., 69003 Lyon, France",45.75769,4.858226
544,Hôtel de Noailles,"30, Cours Gambetta. - Station : Saxe-Gambetta, 7th arr., 69007 Lyon, France",45.75463334,4.84453216
545,greet hôtel Annecy Cran-Gevrier,"19 route de Nanfray - Cran Gevrier, 74960 Annecy, France",45.89344692,6.08693406
546,Hotel des Marquisats,"6 Chemin de Colmyr, 74000 Annecy, France",45.88972625,6.13854915
547,Aparthotel Adagio Annecy Centre,"2 Place Marie Curie (ex- Avenue Berthollet), 74000 Annecy, France",45.90320198,6.12267315
548,Zenitude Hôtel-Résidences Les Hauts d'Annecy,"16, rue du Champ de la Taillee, 74600 Annecy, France",45.890749,6.107753
549,Novotel Annecy Centre,"1, place Marie Curie (1 avenue Bertholet), 74000 Annecy, France",45.90303773,6.12265706
550,Hotel Novel Restaurant La Mamma,"69, Av. De France, 74000 Annecy, France",45.91902744,6.13181949
551,ibis Styles Annecy Centre Gare,"1 Place de la Mandallaz, 74000 Annecy, France",45.89912171,6.11464262
552,ibis Annecy Centre Vieille Ville,"12 rue de la Gare, 74000 Annecy, France",45.8982388,6.12250954
553,Hôtel Catalpa,"34, Avenue d'Albigny, 74000 Annecy, France",45.90551449,6.14412814
554,Hôtel de Bonlieu,"5 Rue de Bonlieu, 74000 Annecy, France",45.90349688,6.12847745
555,Apparthotel Privilodges Le Royal,"9 rue Royale, 74000 Annecy, France",45.90010167,6.12442464
556,Mercure Annecy Sud,"76 Avenue d'Aix les Bains, 74602 Annecy, France",45.88932486,6.10639751
557,Allobroges Park Hôtel,"11 rue Sommeiller, 74000 Annecy, France",45.90218661,6.12380505
558,Best Western Plus Hotel Carlton Annecy,"5 Rue des Glières, 74000 Annecy, France",45.90034806,6.1223942
559,Hôtel Le Pré Carré,"27 Rue Sommeiller, 74000 Annecy, France",45.90249645,6.12611979
560,Le Splendid Hotel Lac D'Annecy - Handwritten Collection,"4 Quai Eustache Chappuis, 74000 Annecy, France",45.90067845,6.12744749
561,Impérial Palace,"Allée de l'Impérial, 74000 Annecy, France",45.90374699,6.14469409
562,Le Pélican,"20 Rue des Marquisats, 74000 Annecy, France",45.897015,6.131543
563,Rivage Hôtel & Spa Annecy,"33 Avenue du Petit Port, 74000 Annecy, France",45.905699,6.151953
564,Les Trésoms Lake and Spa Resort,"15 Boulevard de la Corniche, 74000 Annecy, France",45.88969452,6.13690495
565,Best Western Hotel Kobalt,"49 Rue du Parmelan, Grand Epagny, 74330 Épagny, France",45.93457603,6.08602881
566,Kyriad Annecy Nord - Epagny,"Parc d'activités des Longeray, 74370 Metz-Tessy, France",45.93525778,6.10791564
567,Logis hôtel Annecy nord / Argonay,"3 place Arthur Lavy, 74370 Argonay, France",45.94474947,6.14011623
568,Résidence Florimontane,"32, chemin des Sablons, 74290 Talloires, France",45.85273942,6.20435447
569,La Parenthèse Enchantée - Résidel,"20 Chemin des Aires, 74320 Sévrier, France",45.8532553,6.1435484
570,Hôtel Kyriad Cap Sud,"35 Allee Des Fenaisons, 84000 Avignon, France",43.9274482,4.84788895
571,Hotel Cristol,"204 Chemin De La Cristole, 84140 Avignon, France",43.92633935,4.85013127
572,Appart'Hotel Festival Sud Aqua - Avignon TGV,"36 Route Des Rémouleurs - Courtine, 84000 Avignon, France",43.93519799,4.78102684
573,Hôtel Paradou Avignon Sud,"85 Avenue Clément Ader - Zone de l'aéroport, 84140 Avignon, France",43.9048925,4.89553034
574,ApartHotel Sainte-Marthe,"6 Route de Lyon , 84000 Avignon, France",43.94989514,4.81986389
575,Aparthotel Adagio Access Avignon,"6 Avenue de la Gare, 84000 Avignon, France",43.92623117,4.78592724
576,Avignon Grand Hotel,"34, bd Saint-Roch, 84000 Avignon, France",43.94254506,4.80436206
577,Brit Hotel Avignon Sud Le Calendal,"87 Rue Du Bon Vent, 84140 Avignon, France",43.92598583,4.85163599
578,COWOOL AVIGNON,"25 Avenue Mazarin, 84000 Avignon, France",43.93297914,4.8319067
579,Hôtel de l'Horloge,"1 Rue Félicien David - Place de l'Horloge, 84000 Avignon, France",43.9489672,4.80547249
580,Le Gîte du Festival Sud Aqua - Avignon TGV,"115 Rue du Mourelet, 84000 Avignon, France",43.931796,4.77929
581,Appart'Hotel Festival Sud Suites - Avignon TGV,"36 Route Des Rémouleurs - Courtine, 84000 Avignon, France",43.93519026,4.78094637
582,"The Originals Boutique, Hôtel Danieli, Avignon","17 Rue de la République, 84000 Avignon, France",43.94756619,4.80603039
583,ibis Avignon Centre Gare,"42 boulevard Saint Roch, 84000 Avignon, France",43.94229069,4.80727434
584,ibis Styles Avignon Sud,"2968 avenue de l'Amandier, 84000 Avignon, France",43.92616548,4.84442085
585,Novotel Avignon Centre,"20 boulevard Saint Roch, 84000 Avignon, France",43.9427354,4.80243623
586,ibis Avignon Sud,"71 Chemin de la Cristole, 84918 Avignon, France",43.92607107,4.84903291
587,Hôtel Central,"31/33 Rue De La République, 84000 Avignon, France",43.94552496,4.80576083
588,Mercure Avignon Centre Palais des Papes,"1 Rue Jean Vilar Accès voiture: parking du Palais des Papes (GPS: Boulevard de la ligne), 84000 Avignon, France",43.94990136,4.80647698
589,Mercure Avignon Gare TGV,"2 Rue Mère Térésa, 84000 Avignon, France",43.92929,4.784118
590,Altera Roma Hôtel,"13-15 Avenue Monclar, 84000 Avignon, France",43.94104636,4.80665267
591,Hôtel Cloitre Saint Louis Avignon,"20, rue du Portail Boquier, 84000 Avignon, France",43.9438081,4.80494678
592,Résidence Service Seniors MONTANA,"7 Rue Mourre, 84000 Avignon, France",43.9427848,4.8239056
593,Best Western Plus Le Lavarin,"1715 Chemin du Lavarin, 84000 Avignon, France",43.92275766,4.804295
594,Hotel De Cambis,"89 Rue Joseph Vernet, 84000 Avignon, France",43.947113,4.80333
595,"Hotel Les Jardins de Bormes, sauna & jacuzzi","5478 Avenue Lou Mistraou, 83230 Bormes-les-Mimosas, France",43.14893354,6.30326629
596,Hotel La Voile,"165 Avenue Des Girelles - La Favière, 83230 Bormes-les-Mimosas, France",43.12549,6.3573
597,Eden Rose Grand Hotel BW Premier Collection,"167 Route Du Baguier, 83230 Bormes-les-Mimosas, France",43.152872,6.342654
598,Anglade Hotel,"10 avenue du General de Gaulle, 83980 Le Lavandou, France",43.13766477,6.36799872
599,Hôtel La Petite Bohème,"5, Avenue Franklin Roosevelt, 83980 Le Lavandou, France",43.13971299,6.36992052
600,La Résidence du Cap,"Rue des écoles, Cavalière, 83980 Le Lavandou, France",43.1527499,6.4287897
601,Hotel L'Escapade,"1 Chemin Du Vannier, 83980 Le Lavandou, France",43.13895654,6.37054414
602,Résidence Pierre & Vacances L’Anse De Pramousquier,"Pramousquier D559, 83980 Le Lavandou, France",43.15388914,6.44605771
603,Hôtel Restaurant Notre Dame,"15, Avenue de la Libération, 83610 Collobrières, France",43.23661322,6.30656272
604,Hôtel Beau Site,"Pramousquier Plage, 83980 Le Lavandou, France",43.1553684,6.44651301
605,Hotel Club Oustal Del Mar,"Avenue Vincent Auriol, 83980 Le Lavandou, France",43.13273694,6.36377156
606,Hotel Espadon,"2, Place Reyer, 83980 Le Lavandou, France",43.13802686,6.36906892
607,Hotel Belle Vue,"Chemin Du Four Des Maures, 83980 Le Lavandou, France",43.14513609,6.3848383
608,"Hôtel-Club du Domaine d'Aiguebelle, USSIM Vacances","29 avenue des Plombagos, 83980 Le Lavandou, France",43.14823801,6.3998083
609,Les Alcyons,"Aiguebelle Plage Avenue Des 3 Dauphins, 83980 Le Lavandou, France",43.14995426,6.40210629
610,Hôtel Beau Soleil,"Avenue Des 3 Dauphins Aiguebelle Plage, 83980 Le Lavandou, France",43.14989338,6.40242822
611,Hotel L'Orangeraie,"1246 Avenue André Gide, 83980 Le Lavandou, France",43.1436693,6.37933373
612,Roc Hotel - Hôtel 4 étoiles les pieds dans l'eau,"Rue des Dryades, Saint-Clair, 83980 Le Lavandou, France",43.1438245,6.3834624
613,Azur Hotel,"Chemin de l'Aragail - Cavalière, 83980 Le Lavandou, France",43.15812041,6.42459132
614,Cap Nègre Hôtel,"745 Avenue Du Cap Nègre - Cavaliere, 83980 Le Lavandou, France",43.15169268,6.4342761
615,Hotel Les Flots Bleus,"Boulevard des Dryades - Plage Saint Clair, 83980 Le Lavandou, France",43.14298041,6.38241291
616,Hôtel de La Fossette,"16 Avenue du Capitaine Thorel, 83980 Le Lavandou, France",43.146744,6.394933
617,Le Rabelais,"2 Rue Rabelais, 83980 Le Lavandou, France",43.13812276,6.3719523
618,Grand Hotel Moriaz,"4 Avenue du Cap Negre, Cavalière, 83980 Le Lavandou, France",43.15165354,6.42619729
619,Surplage Hotel Cavalière,"34 avenue du Cap Nègre, 83980 Le Lavandou, France",43.150554,6.435274
620,Cerise Carcassonne Sud,"1 rue Darius Milhaud, 11000 Carcassonne, France",43.20754846,2.3726145
621,"The Originals City, Hôtel Pont Rouge (ex inter-hôtel), Carcassonne","110 rue Yves de Kerguelen (Vasco de Gama), ZI du Pont Rouge, 11000 Carcassonne, France",43.23383056,2.36871243
622,Kyriad Carcassonne - Aéroport,"Allée Gilles Personnier De Roberval, 11000 Carcassonne, France",43.20795783,2.31263146
623,Brit Hotel Bosquet Carcassonne Cité,"8 Rue des Côteaux Pech Mary, 11000 Carcassonne, France",43.2063078,2.38369122
624,Zenitude Hôtel-Résidences Carcassonne,"14 Route de Villemoustaussou, 11000 Carcassonne, France",43.22829222,2.36018702
625,Campanile Carcassonne Est - La Cité,"Rue Camille Flammarion, 11000 Carcassonne, France",43.20917774,2.38705471
626,ibis Styles Carcassonne La Cité,"2 rue Darius Milhaud , 11000 Carcassonne, France",43.20758443,2.37271428
627,ibis Carcassonne Centre - La Cité,"5, square Gambetta, 11000 Carcassonne, France",43.21157055,2.35732913
628,ibis Carcassonne Est la Cité,"11, Rue Camille Flammarion, 11000 Carcassonne, France",43.20925202,2.3867476
629,Hotel Montsegur,"1 Avenue Bunau Varilla, 11000 Carcassonne, France",43.21230753,2.34492928
630,SOWELL HOTELS Les Chevaliers,"2 bis Rue des Calquières, 11000 Carcassonne, France",43.21103244,2.35819995
631,Tribe Carcassonne,"2 Rue Des Trois Couronnes, 11000 Carcassonne, France",43.21030573,2.3577556
632,Hôtel La Bastide Saint Martin,"Avenue Saint Martin, 11000 Carcassonne, France",43.22714696,2.39639953
633,Hotel du Roi & Spa by SOWELL COLLECTION,"3 Rue des Calquières, 11000 Carcassonne, France",43.21085,2.357769
634,Hôtel Château de Cavanac,"Chateau de Cavanac, 11570 Carcassonne, France",43.16777149,2.3269169
635,Domaine d'Auriac - Relais & Châteaux,"Route De Saint-Hilaire, 11000 Carcassonne, France",43.19177031,2.33468056
636,Domaine De Fraisse,"Leuc, 11250 Leuc, France",43.12923127,2.35384202
637,Logis Hôtel Château De Palaja,"7 Barri Del Castel - Palaja, 11570 Palaja, France",43.1733615,2.38355711
638,Les Cabanes Dans Les Bois Logis Hôtel,"Domaine de Fourtou, 11600 Villedubert, France",43.24349,2.417176
639,Hotel restaurant le top du Roulier,"8, avenue du Languedoc, 11700 Capendu, France",43.1878726,2.5579648
640,Contact Hôtel Le Minervois - Hôtel & Restaurant Au nord de Carcassonne,"4 allée d'Occitanie (GPS : 4 Allée de la Cabrerisse), 11160 Caunes-Minervois, France",43.32775893,2.52435726
641,Logis Hotel - Restaurant La Marbrerie,"Avenue de l'Argent Double / 2 rue du Chasselas, 11160 Caunes-Minervois, France",43.32731034,2.52467752
642,"Château de Floure - Hôtel, restaurant, SPA et piscine extérieure chauffée","1, Allée Gaston Bonheur, 11800 Floure, France",43.18340798,2.49080256
643,Hotel Moderne Et Pigeon,"1, Place Général Leclerc., 11300 Limoux, France",43.05345522,2.216198
644,Hotel Liautaud,"2 avenue victor hugo, 13260 Cassis, France",43.21403,5.53859
645,Hôtel Eden Cassis,"1, Avenue du Revestel - Impasse du Coulet, 13260 Cassis, France",43.2133045,5.54191589
646,Les Jardins de Cassis,"Avenue Auguste Favier, 13260 Cassis, France",43.22184049,5.5433849
647,Royal Cottage,"6 Avenue Du 11 Novembre, 13260 Cassis, France",43.21622493,5.54290026
648,Hôtel Les Roches Blanches Cassis,"9 Avenue des Calanques, 13260 Cassis, France",43.211337,5.529502
649,La Ciotat Le Saint Estève,"1040 Chemin du Pareyraou, 13600 La Ciotat, France",43.2066752,5.6295927
650,Hôtel Le Relais des Brasseurs - Aubagne,"Zc Les Paluds, 13400 Aubagne, France",43.29099813,5.59404194
651,Appart'City Confort La Ciotat - Côté Port,"57, passage Jean d'Huart , 13600 La Ciotat, France",43.17200864,5.60524821
652,Résidence Pierre et Vacances Cap Cassis Calanques,"1461 Route de Cassis, 13830 Roquefort-la-Bédoule, France",43.24507644,5.56838094
653,Les Lavandes,"142 Boulevard De La République, 13600 La Ciotat, France",43.17682741,5.60660943
654,ibis La Ciotat,"Avenue de la Tramontane, 13600 La Ciotat, France",43.20567143,5.60183041
655,Hôtel La Rotonde,"44 Bd de la République, 13600 La Ciotat, France",43.17650565,5.60620576
656,Moxy La Ciotat,"756 Avenue Emile Bodin, 13600 La Ciotat, France",43.1963472,5.59757027
657,Best Western Linko Hôtel,"4 Cours Voltaire, 13400 Aubagne, France",43.29431699,5.56868166
658,Hotel La Ciotat - A deux pas de l'eau,"35 boulevard Beau Rivage, 13600 La Ciotat, France",43.18602424,5.62069864
659,Hotel SPA Plage St Jean,"30 Avenue De St Jean, 13600 La Ciotat, France",43.18827572,5.63121334
660,Appart' Hotel La Girafe Marseille Est - Porte d'Aubagne,"Allée de la Colombe, 13821 La Penne-sur-Huveaune, France",43.28391601,5.51411199
661,Best Western Premier Hôtel du Vieux-Port,"252, quai François Mitterrand, 13600 La Ciotat, France",43.17247225,5.60561299
662,Logis Noemys pont de l'Etoile - ex Mas de L'Etoile,"Chemin de la Gauthière, 13400 Aubagne, France",43.32301568,5.59438527
663,"The Originals Boutique, Hotel l'Occitan, Aubagne","199 Avenue de Solobie, 13112 La Destrousse, France",43.37596256,5.60713515
664,Appart'City Confort Marseille Centre Prado Vélodrome,"1 Rue Vandel, 13008 Marseille, France",43.2798554,5.390496
665,Staycity Aparthotels Marseille Centre Vieux Port,"4 Place Pierre Bertas, 13001 Marseille, France",43.30046625,5.37444157
666,Résidence Le Beau Rivage,"2 Boulevard Louis Lumière, 83150 Bandol, France",43.133186,5.751311
667,Résidence Carpe Diem,"Résidence Carpe Diem 29 rue Pautrier, 13004 Marseille, France",43.30983566,5.39277493
668,Appart'City Classic Marseille Euromed,"118-120 rue de Ruffi, 13002 Marseille, France",43.3148132,5.3694651
669,Twenty Business Flats Lille - Bayard,"132 Rue Bayard, Moulins, 59000 Lille, France",50.6183812,3.0539968
670,Aparthotel Adagio Access Lille Vauban,"17, Rue Colson, Vauban, 59800 Lille, France",50.6328418,3.0495885
671,B&B HOTEL Lille Centre Grand Palais,"rue Berthe Morisot, Lille Centre, 59000 Lille, France",50.6281375,3.08142364
672,Residhotel Lille Vauban,"69/71 Boulevard Vauban, Vauban, 59000 Lille, France",50.63220722,3.04668635
673,Hotel Art Deco Euralille,"110, Avenue de la République, 59110 Lille, France",50.64602156,3.07587147
674,CALM Appart' & Hostel,"2 rue des Buisses, Lille Centre, 59000 Lille, France",50.63734618,3.06945696
675,Best Western Urban Hotel,"48 bis rue de Valenciennes, Moulins, 59000 Lille, France",50.62326,3.07548121
676,Boa Hotel - BW Signature Collection - Lille Centre Gares,"17 Place Des Reignaux, Lille Centre, 59000 Lille, France",50.6373432,3.06831166
677,Best Western Premier Why Hotel,"7 bis Square Morisson, Lille Centre, 59000 Lille, France",50.63430829,3.06161821
678,Hotel Kanaï,"10 Rue De Béthune (adresse postale) / Entrée rue de la Vieille Comédie, Lille Centre, 59000 Lille, France",50.6347957,3.06413278
679,JOST Hôtel Lille Centre,"10 Rue Meurein, Wazemmes, 59800 Lille, France",50.6288419,3.0519791
680,Hotel Lille Euralille - Hilton Affiliate Hotel,"335, boulevard de Leeds, Lille Centre, 59777 Lille, France",50.63993565,3.07568908
681,Domitys L'Agapanthe,"Rue Courtois, Lille Sud, 59000 Lille, France",50.61475008,3.04168406
682,ibis Lille Centre Grand Palais,"3 rue des Moulins de Garance, Lille Centre, 59000 Lille, France",50.63319849,3.07447681
683,La Valiz,"13 Place De La Gare, Lille Centre, 59000 Lille, France",50.63695662,3.06955688
684,Aparthotel Adagio Lille Centre Grand Place,"76 Rue De L Hopital Militaire, Lille Centre, 59800 Lille, France",50.635281,3.060162
685,Citadines City Centre Lille,"83 Avenue Willy Brandt-Euralille, Lille Centre, 59777 Lille, France",50.63686519,3.0732429
686,DOMITYS Le Piano Résidence Sénior,"Rue Adèle Duriez, Fives, 59800 Lille, France",50.62855342,3.09527734
687,Mama Shelter Lille,"97 PLACE SAINT HUBERT, Lille Centre, 59800 Lille, France",50.639065,3.070951
688,OKKO Hotels Lille Centre,"13 Rue d'Amiens, Lille Centre, 59800 Lille, France",50.634074,3.064229
689,Alliance Lille - Couvent Des Minimes,"17 Quai Du Wault, Vieux Lille, 59027 Lille, France",50.63786885,3.0546277
690,Moxy Lille City,"3, Rue Jean Bart, Lille Centre, 59000 Lille, France",50.627831,3.063592
691,Hotel L'Arbre Voyageur - BW Premier Collection - LILLE,"45 Boulevard Carnot, Vieux Lille, 59800 Lille, France",50.6397393,3.0674281
692,Résidence Services Seniors DOMITYS - Villa Ulma,"66 Rue Albert Thomas, 59160 Lille, France",50.64409916,2.99773546
693,Hotel De La Paix,"46 Bis Rue Pierre Mauroy , Lille Centre, 59000 Lille, France",50.63620003,3.06570321
