Unnamed: 0,hotel_name,hotel_address,latitude,longitude
234,Campanile Colmar - Parc des Expositions,"8 rue des métiers, 68000 Colmar, France",48.10965199,7.36455202
235,Odalys City Colmar La Rose d'Argent,"2 RUE DU GRILLENBREIT, 68000 Colmar, France",48.07891558,7.36514839
236,Grand Hôtel Bristol,"7 place de La Gare, 68000 Colmar, France",48.07245883,7.34755754
237,ibis Colmar Est - Hotel Restaurant en Alsace,"13, Route De Neuf-Brisach - Horbourg Wihr, 68180 Colmar, France",48.07790332,7.40279764
238,Logis Hôtel Beauséjour Colmar,"25, rue du Ladhof, 68000 Colmar, France",48.08405233,7.36607082
239,Hotel Saint-Martin,"38, Grand'Rue, 68000 Colmar, France",48.07641681,7.35935189
240,Résidence de l'ancien relais,"14 Rue de l'Église, 68000 Colmar, France",48.0767618,7.3590849
241,Kyriad Colmar Centre Unterlinden,"2 Rue De La Fecht, 68000 Colmar, France",48.08601523,7.35729933
242,Hôtel Turenne,"10 Route de Bâle, 68000 Colmar, France",48.07192026,7.36053944
243,Hotel Le Colombier,"7 rue Turenne, 68000 Colmar, France",48.07376803,7.35829376
244,Hotel Restaurant Le Maréchal - Teritoria,"6 place des six Montagnes Noires, 68000 Colmar, France",48.07357179,7.35667169
245,Hôtel Le Rapp,"1, Rue Weinemer, 68000 Colmar, France",48.0764186,7.35596895
246,James Boutique Hôtel Colmar centre,"15 rue Saint-Eloi, 68000 Colmar, France",48.07934802,7.3644799
247,Hotel Le Colombier Suites,"11 Rue de la Poissonnerie, 68000 Colmar, France",48.07394456,7.35857606
248,Relais & Châteaux La Maison Des Têtes,"19 Rue des Têtes, 68000 Colmar, France",48.07859549,7.35552706
249,L'esquisse Hotel & Spa Colmar - MGallery,"2 Avenue De La Marne, 68000 Colmar, France",48.07545714,7.35353217
250,Hotel Restaurant Cristal,"91 Rue Clemenceau, 68920 Wintzenheim, France",48.07390014,7.28547303
251,Hôtel des Deux Clefs,"3 Rue Du Conseil, 68230 Turckheim, France",48.08721749,7.2778818
252,"Brit Hotel, Spa & Restaurant - Colmar Est","3 Grand Rue, 68320 Bischwihr, France",48.09240244,7.43310928
253,Résidence Pierre & Vacances Le Clos d'Eguisheim,"Route De Wettolsheim, 68420 Eguisheim, France",48.04502734,7.31185466
254,Résidence Les Rives de la Fecht - Colmar Ouest,"18 quai de la Fecht, 68040 Ingersheim, France",48.09957165,7.31126994
255,Séjours & Affaires Strasbourg Kleber,"16 Rue Hannong, 67000 Strasbourg, France",48.58319667,7.74285212
256,ibis Strasbourg Centre Petite France,"18 rue du Faubourg National, 67000 Strasbourg, France",48.58253971,7.73732672
257,Médicis Home Strasbourg,"5 rue Alice Guy, 67100 Strasbourg, France",48.5732564,7.76572449
258,Nemea Appart Hotel Elypseo Strasbourg Port,"45 A Avenue du Rhin, 67100 Strasbourg, France",48.56979606,7.77922116
259,Appart'City Confort Strasbourg Centre,"11 rue de Molsheim, 67000 Strasbourg, France",48.57772068,7.73397669
260,ibis Strasbourg Centre Gare,"10 place de la Gare, 67000 Strasbourg, France",48.5844952,7.73657061
261,Résidence La Canopée,"5 Rue Jacques Kablé, 67000 Strasbourg, France",48.59274972,7.74505986
262,Montempô Apparthôtel Strasbourg,"3 Rue de Koenigshoffen, 67000 Strasbourg, France",48.57942103,7.73011345
263,Zenao Appart'hôtels Strasbourg,"2 Rue Jacques et René Knecht, 67000 Strasbourg, France",48.6140326,7.7899056
264,Hilton Strasbourg,"1 Avenue Herrenschmidt, 67000 Strasbourg, France",48.59655677,7.7552855
265,Citadines Kléber Strasbourg,"50-54 Rue Du Jeu Des Enfants, 67000 Strasbourg, France",48.58384564,7.74342477
266,City Résidence Strasbourg Centre,"1 Rue des Magasins, 67000 Strasbourg, France",48.58906194,7.73879863
267,Le Jean-Sébastien Bach,"6, boulevard Jean-Sébastien Bach, 67000 Strasbourg, France",48.58816909,7.77828276
268,Hotel de l'Orangerie,"58 Allee de la Robertsau, 67000 Strasbourg, France",48.5904876,7.7685278
269,Cerise Strasbourg,"5, Rue Job, 67100 Strasbourg, France",48.56051607,7.74588168
270,"Holiday Inn Express Strasbourg Centre, an IHG Hotel","Rue de la Corderie, 67000 Strasbourg, France",48.57154052,7.74525492
271,Hôtel Restaurant Athena Spa,"1 Rue Armande Béjart, 67200 Strasbourg, France",48.59173665,7.71170497
272,Hotel Kaijoo by HappyCulture,"20, Rue du Jeu des Enfants, 67000 Strasbourg, France",48.58341403,7.74176516
273,Le Lodge Brit Hotel Strasbourg Zenith,"10 Rue Paul Eluard, 67200 Strasbourg, France",48.58829415,7.69744687
274,Aparthotel Adagio Strasbourg Place Kleber,"4 Rue De La Haute Montée, 67000 Strasbourg, France",48.58424797,7.74583608
275,Aparthotel Adagio Access Strasbourg Petite France,"27 rue de Wasselonne , 67000 Strasbourg, France",48.57924766,7.73222588
276,Hotel Saint Augustin,"13 rue Kuhn, 67000 Strasbourg, France",48.58490536,7.73780487
277,BOMA easy living hotel,"7 Rue du Vingt-Deux Novembre, 67000 Strasbourg, France",48.5828931,7.7420407
278,ibis Styles Strasbourg Stade de la Meinau,"222 avenue de Colmar, 67100 Strasbourg, France",48.5561877,7.7462479
279,ibis Strasbourg Centre Les Halles,"1 Rue Sebastopol, 67000 Strasbourg, France",48.58599411,7.74306346
280,Hôtel la Croix Blanche,"grande rue, 50170 Le Mont Saint Michel, France",48.63573406,-1.50986105
281,Mercure Mont Saint Michel,"La Caserne, 50170 Le Mont Saint Michel, France",48.61424653,-1.51054502
282,Le Relais Du Roy,"La Caserne, 50170 Le Mont Saint Michel, France",48.6162627,-1.51090577
283,Auberge Saint Pierre,"Grande Rue, 50170 Le Mont Saint Michel, France",48.63568798,-1.50988251
284,Le Relais Saint Michel,"La Caserne, 50170 Le Mont Saint Michel, France",48.61758727,-1.51039615
285,Vacancéole - Le Domaine du Mont - Mont St Michel,"Route de la Baie, L'Hôpital, 35610 Roz-sur-Couesnon, France",48.59352509,-1.59637034
286,"Manoir de la Roche Torin, The Originals Relais (Relais du Silence)","34 route de la La Roche Torin, 50220  Courtils, France",48.63727298,-1.42506182
287,"The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud (Inter-Hotel)","Rue des 4 Salines, 35610 Roz-sur-Couesnon, France",48.59640422,-1.58920348
288,Ermitage - Mont-Saint-Michel,"14 Route du Mont Saint-Michel, 50170 Beauvoir, France",48.59449,-1.511429
289,Ducey Appart'Hôtel - Les Rivières,"19 Rue des Chéris, 50220 Ducey, France",48.62043152,-1.28993558
290,Hotel Beau Rivage,"21 Rue de la Mairie, 35960 Le Vivier-sur-Mer, France",48.60207329,-1.76907778
291,Altos Hotel & Spa,"37 bd du Luxembourg, 50300 Avranches, France",48.67605344,-1.35480523
292,Hôtel les 13 Assiettes,"6 rue de la Quintine, A84 sortie Cromel, direction Pontaubault, 50300 Le Val-Saint-Père, France",48.63907772,-1.35193348
293,Best Western Le Moulin de Ducey,"1 Grande Rue, 50220 Ducey, France",48.61915117,-1.29541308
294,Logis Auberge De La Sélune,"2 Rue Saint-Germain, 50220 Ducey, France",48.61949515,-1.29467815
295,La Ramade - Teritoria,"2 Rue De La Côte Marcey les grèves, 50300 Avranches, France",48.6936516,-1.37474477
296,Mercure Granville Le Grand Large,"5 rue de la Falaise, 50406 Granville, France",48.83950307,-1.59645885
297,Hôtel de la Baie - Thalassothérapie PREVITHAL,"Rue de l'Ermitage - CS 30618, 50350 Donville-les-Bains, France",48.852951,-1.581469
298,Zenitude Hôtel-Résidences Les Hauts Du Chazal,"26, rue Paul Milleret, 25000 Besançon, France",47.22448656,5.95612407
299,ibis Besançon Centre la City,"1 avenue Louise Michel, 25000 Besançon, France",47.2354914,6.01498839
300,Comfort Aparthotel Besancon La City,"11 Avenue Louise Michel, 25000 Besançon, France",47.23568252,6.0140115
301,All Suites Besançon,"17 Avenue des Montboucons, 25000 Besançon, France",47.25435723,5.99548012
302,ibis Styles Besançon,"22 bis Rue de Trey, 25000 Besançon, France",47.25425346,6.0216397
303,Hotel Campanile Besançon Nord Ecole Valentin,"1 Rue de Châtillon - Espace Valentin, 25480 Besançon, France",47.27784785,5.99291325
304,Campanile Besançon-Ouest Châteaufarine,"4 Rue Louis Aragon, 25000 Besançon, France",47.21604477,5.94349623
305,Contact Hôtel Foch,"7 Bis Avenue Foch, 25000 Besançon, France",47.24619696,6.02335095
306,Brit Hotel Besancon l'Horloge,"1 Route de Marchaux, 25000 Besançon, France",47.26358654,6.05153292
307,ibis Besançon Centre Ville,"21 rue Gambetta, 25000 Besançon, France",47.24045605,6.02599533
308,Hôtel Fontaine Argent - Centre Ville,"23 Avenue Fontaine-Argent, 25000 Besançon, France",47.246146,6.033186
309,Hôtel AKENA BESANCON,"1 Rue Victor Considérant, 25770 Besançon, France",47.23547525,5.9000854
310,Logis Hôtel Victor Hugo & Spa,"6, Rue de La Viotte, 25000 Besançon, France",47.24741871,6.02364331
311,Hôtel de Paris,"33 rue des Granges, 25000 Besançon, France",47.23856537,6.02532506
312,Aux Ateliers,"4 Chemin des Trois Croix, 25480 Miserey-Salines, France",47.281352,5.986017
313,ibis Besançon Marchaux,"A36 aire de Besançon Marchaux, 25640 Marchaux, France",47.32734311,6.12605274
314,La Table de Gustave,"11 rue Jacques Gervais, 25290 Ornans, France",47.10343151,6.15138888
315,Birgit Hôtel Le Havre Centre,"Quai Colbert, 76600 Le Havre, France",49.49308921,0.13096154
316,ibis Le Havre Centre,"Rue 129ème R. I. - Parking: 120 Rue Jules Siegfried, Perret, 76600 Le Havre, France",49.49164142,0.11876017
317,All Suites Appart Hotel Le Havre,"5-7 Place Armand Frémont, 76600 Le Havre, France",49.488691,0.125929
318,Aparthotel Adagio Access Le Havre Les Docks,"66 Rue de l'aviateur Guerin, 76600 Le Havre, France",49.48741929,0.13151121
319,Lh Rooms Location,"64 Rue de Pressensé, 76600 Le Havre, France",49.496706,0.152229
320,Novotel Le Havre Centre Gare,"20 Cours Lafayette, 76600 Le Havre, France",49.49160831,0.12526989
321,Odalys City Le Havre Centre Gare,"25 Cours Commandant Fratacci, Perret, 76600 Le Havre, France",49.49190808,0.12316179
322,Odalys City Le Havre Centre Les Docks,"95 Quai Colbert, 76600 Le Havre, France",49.4925039,0.129779
323,Résidence Hôtelière de l'Estuaire,"92 Rue Anatole France, 76600 Le Havre, France",49.4955557,0.116637
324,Smart Appart Le Havre 105,"105 Cours de la République, 76600 Le Havre, France",49.4968623,0.1270729
325,Zenitude Hôtel-Résidences Le Havre,"23, Rue Fénelon, 76600 Le Havre, France",49.50008887,0.14129341
326,JOST Hôtel Le Havre Centre Gare,"25 Rue Lesueur, 76600 Le Havre, France",49.493988,0.1227326
327,Mercure Le Havre Centre Bassin Du Commerce,"Chaussée Georges Pompidou, 76600 Le Havre, France",49.49033645,0.11681288
328,Smart Appart Le Havre 97,"97 Cours de la République, 76600 Le Havre, France",49.4965388,0.126814
329,Hôtel Carmin,"15, Rue Georges Braque, Perret, 76600 Le Havre, France",49.49493852,0.10553956
330,"The Originals Boutique, Hôtel Le Marignan,Le Havre Centre Gare","211 Boulevard de Strasbourg, Perret, 76600 Le Havre, France",49.49227908,0.12310803
331,ibis Styles Le Havre Centre,"121 Rue De Paris, Perret, 76600 Le Havre, France",49.48849655,0.107342
332,Hôtel Spa Vent d'Ouest,"4 Rue De Caligny, Perret, 76600 Le Havre, France",49.49141928,0.10070756
333,Best Western Plus Le Havre Centre Gare,"23, Cours De La République, 76600 Le Havre, France",49.49334357,0.12431771
334,Best Western ARThotel,"147 Rue Louis Brindeau, Perret, 76600 Le Havre, France",49.49119366,0.1064609
335,Nomad Hotel le Havre,"5 rue Magellan, 76600 Le Havre, France",49.4933176,0.12530688
336,"The Originals Boutique, Hôtel d'Angleterre, Le Havre, centre, plage","1 Rue Louis Philippe, Perret, 76600 Le Havre, France",49.49404915,0.09936646
337,Hilton Garden Inn Le Havre Centre,"128 Boulevard Clemenceau, Perret, 76600 Le Havre, France",49.49008699,0.09774696
338,Hotel Spa Le Pasino,"Place Jules Ferry, Perret, 76600 Le Havre, France",49.49117449,0.11193663
339,LOGIS HOTEL - La Petite Rade,"3 Place Clemenceau, Sainte-Adresse, 76310 Le Havre, France",49.50238471,0.08598089
340,Appart'City Classic Dijon - Toison D'Or,"Rue Des Grandes Varennes, 21121 Dijon, France",47.35495715,5.03765523
341,Campanile Dijon Centre - Gare,"15-17 avenue Foch, 21000 Dijon, France",47.32331785,5.02963811
342,Apparteo Dijon,"Boulevard de la Fontaine des Suisses, 21000 Dijon, France",47.32075509,5.05810049
343,Aparthotel Adagio Access Dijon République,"33 rue de Mulhouse, 21000 Dijon, France",47.325526,5.0494804
344,Comfort Hotel Dijon Sud - 21600 LONGVIC,"5 chemin de Beauregard, 21600 Dijon, France",47.27176415,5.04512519
345,Kyriad Dijon Est Mirande,"12-14,Rue Pierre De Coubertin, 21000 Dijon, France",47.31154757,5.08031309
346,Ibis budget Dijon Centre Clemenceau,"2 Avenue De Marbotte, 21000 Dijon, France",47.329936,5.05188
347,Residhome Dijon Cité Des Vignes,"1 Avenue de l'Ouche, 21000 Dijon, France",47.318251,5.028123
348,Campanile Dijon Congrès Clemenceau,"16 Avenue Raymond Poincaré, 21000 Dijon, France",47.32874479,5.05931675
349,L'aparthoteL LhL,"4 rue Audra, 21000 Dijon, France",47.32566596,5.03518894
350,Novotel Dijon Sud,"11 Route De Beaune, 21160 Dijon, France",47.27952743,5.00770569
351,Hôtel Dijon Sud Longvic,"7 Rue Beauregard, 21600 Dijon, France",47.27142564,5.04328251
352,ibis Dijon Gare,"15 Avenue Albert 1Er, 21000 Dijon, France",47.32223149,5.02388611
353,Kyriad Hotel Dijon Gare,"7-9 Rue Docteur Albert Remy, 21000 Dijon, France",47.32279604,5.02989829
354,Hotel ibis Dijon Centre Clemenceau,"2 avenue de Marbotte, 21000 Dijon, France",47.32945016,5.05164027
355,Adonis Dijon Maison Internationale,"7 Avenue Alain Savary, 21000 Dijon, France",47.31329026,5.07199162
356,Aloft Hotel Dijon By Marriott,"8 Place Grangier, Dijon Centre Ville, 21000 Dijon, France",47.32359832,5.03726116
357,Kyriad Prestige Dijon Centre,"24 Avenue Foch, 21000 Dijon, France",47.32355785,5.0296703
358,ibis Dijon Sud,"Rue Bolotte - Route de Beaune, 21160 Dijon, France",47.27226918,5.00311777
359,Campanile Dijon Nord - Toison D'or,"Parc Technologique de la Toison d'or, Allée Alfred Nobel, 21000 Dijon, France",47.35607457,5.04529685
360,Alfred Suites - Appart's Hôtel - Dijon - Centre Historique,"19 Rue du Bourg, Dijon Centre Ville, 21000 Dijon, France",47.32139634,5.03966996
361,Odalys City Dijon Les Cordeliers,"3/5, rue Turgot, Dijon Centre Ville, 21000 Dijon, France",47.31827001,5.04011462
362,MÉDICIS HOME DIJON LES PETITES ROCHES,"20 Chemin des Petites Roches, 21000 Dijon, France",47.31436158,5.05549186
363,Nomad Hotel Dijon,"30 Rue des Perrières, 21000 Dijon, France",47.3245398,5.0276148
364,"The Originals City, Hôtel Castel Burgond, Dijon Ouest (Inter-Hotel)","5 rue de la Maladière (Daix), 21121 Dijon, France",47.34299853,5.00099145
365,Logis Hotel Restaurant Uzès Pont du Gard,"2 Bis rue de l'Emmeraude, 30700 Uzès, France",44.00284485,4.41645205
366,Hôtel Le Saint-Geniès,"Chemin de Saint-Geniès, 30700 Uzès, France",44.02305334,4.42047223
367,Patio De Violette,"Chemin Trinquelaïgues, 30700 Uzès, France",44.02843142,4.42002386
368,Boutique Hôtel Entraigues,"4 place de l'Evêché, Rue de la Calade, 30700 Uzès, France",44.01246437,4.42180011
369,La Maison d'Uzès Relais & Châteaux,"18 rue du Docteur Blanchard, 30700 Uzès, France",44.01274447,4.42113072
370,Hotel Restaurant Le Gardon - Pont du Gard,"9 Rue Campchestève, 30210 Collias, France",43.96063267,4.46756244
371,Le Castellas Hotel & SPA - TERITORIA,"30 Grand Rue, 30210 Collias, France",43.95418958,4.47615892
372,La Bégude Saint-Pierre,"295 Chemin des Begudes, 30210 Vers Pont du Gard, France",43.95970786,4.51932907
373,Château d'Arpaillargues - TERITORIA,"Rue du Chateau, 30700 Arpaillargues-et-Aureillac, France",43.99945021,4.37276781
374,Château de Collias,"8 Bis chemin du Barry, PL DU CHATEAU 30210 COLLIAS, 30210 Collias, France",43.9529415,4.47557424
375,greet hôtel Pont du Gard - Route d'Avignon,"247 Chemin de la Fenouillère, 30390 Estézargues, France",43.95166379,4.63867563
376,Empire Hôtel,"Boulevard Etienne Saintenac, 30000 Nîmes, France",43.84030089,4.36314873
377,Hotel Cote Patio,"31 Rue De Beaucaire, 30000 Nîmes, France",43.83887217,4.36974764
378,SQUARE HOTEL,"7 Square de la Couronne, 30000 Nîmes, France",43.837032,4.363037
379,Kyriad Nimes Centre,"10 Rue Roussy, 30000 Nîmes, France",43.83775973,4.36387226
380,Central Hotel,"2 Place Du Château, 30000 Nîmes, France",43.83899502,4.36281145
381,Royal Hôtel,"1 place d'Assas, 30000 Nîmes, France",43.8388151,4.35481846
382,Soko Hotels-Pont du Gard,"24 Avenue du Pont du Gard, 30210 Remoulins, France",43.946223,4.548705
383,Le Vieux Castillon,"10 rue Turion Sabatier, 30210 Castillon-du-Gard, France",43.9708845,4.5549613
384,Appart'City Collection Nîmes Arènes,"1 Boulevard De Bruxelles, 30000 Nîmes, France",43.83387353,4.36143396
385,HÔTEL C SUITES chambres spacieuses,"152 rue claude nicolas ledoux, 30900 Nîmes, France",43.815377,4.345905
386,Logis NIMOTEL Hôtel Cosy,"152 Rue Claude Nicolas Ledoux, 30900 Nîmes, France",43.81557635,4.34660353
387,Novotel Atria Nimes Centre,"5 boulevard de Prague, 30000 Nîmes, France",43.83542065,4.36340421
388,Hotel Des Tuileries,"22 Rue Roussy, 30000 Nîmes, France",43.83642382,4.36474532
389,"The Originals City, Hôtel Nîmes Costières, Ex Inter Hôtel","205 rue Tony Garnier - Ville Active, 30900 Nîmes, France",43.81465315,4.34430957
390,Résidence Pierre & Vacances Le Clos d'Eguisheim,"Route De Wettolsheim, 68420 Eguisheim, France",48.04502734,7.31185466
391,Hotel SPA Husseren Collections - Proche Colmar - Eguisheim,"Rue du Schlossberg, 68420 Eguisheim, France",48.03498767,7.27613837
392,"James Vignoble Hôtel, Eguisheim","6 rue des 3 Pierres, 68420 Eguisheim, France",48.04496277,7.30157845
393,Résidence Pierre & Vacances La Petite Venise,"11 avenue Joffre, 68000 Colmar, France",48.07093986,7.35386556
394,"The Originals City, Hôtel Colmar Gare","2, rue des Trois Epis, 68000 Colmar, France",48.07705927,7.34933853
395,Hotel Restaurant Cristal,"91 Rue Clemenceau, 68920 Wintzenheim, France",48.07390014,7.28547303
396,Hôtel des Deux Clefs,"3 Rue Du Conseil, 68230 Turckheim, France",48.08721749,7.2778818
397,"Travel Homes - Rapp, charm in the heart of Colmar","1 Avenue de la République, 68000 Colmar, France",48.0779724,7.3540551
398,Hotel L'Europe,"15 route de Neuf Brisach - Horbourg Wihr, 68180 Colmar, France",48.07720622,7.40387186
399,Le Domaine de Rouffach,"1 Rue Poincaré, 68250 Rouffach, France",47.96149384,7.29790449
400,Campanile Colmar - Parc des Expositions,"8 rue des métiers, 68000 Colmar, France",48.10965199,7.36455202
401,Odalys City Colmar La Rose d'Argent,"2 RUE DU GRILLENBREIT, 68000 Colmar, France",48.07891558,7.36514839
402,Résidence Les Rives de la Fecht - Colmar Ouest,"18 quai de la Fecht, 68040 Ingersheim, France",48.09957165,7.31126994
403,Relais Du Vignoble,"33 Rue des Forgerons, 68420 Gueberschwihr, France",48.00430558,7.2807008
404,Hotel Saint-Martin,"38, Grand'Rue, 68000 Colmar, France",48.07641681,7.35935189
405,Grand Hôtel Bristol,"7 place de La Gare, 68000 Colmar, France",48.07245883,7.34755754
406,ibis Colmar Est - Hotel Restaurant en Alsace,"13, Route De Neuf-Brisach - Horbourg Wihr, 68180 Colmar, France",48.07790332,7.40279764
407,Logis Hôtel Beauséjour Colmar,"25, rue du Ladhof, 68000 Colmar, France",48.08405233,7.36607082
408,Résidence de l'ancien relais,"14 Rue de l'Église, 68000 Colmar, France",48.0767618,7.3590849
409,Kyriad Colmar Centre Unterlinden,"2 Rue De La Fecht, 68000 Colmar, France",48.08601523,7.35729933
410,Hôtel Turenne,"10 Route de Bâle, 68000 Colmar, France",48.07192026,7.36053944
411,Hotel Le Colombier,"7 rue Turenne, 68000 Colmar, France",48.07376803,7.35829376
412,Hotel Restaurant Le Maréchal - Teritoria,"6 place des six Montagnes Noires, 68000 Colmar, France",48.07357179,7.35667169
413,James Boutique Hôtel Colmar centre,"15 rue Saint-Eloi, 68000 Colmar, France",48.07934802,7.3644799
414,Hôtel Le Rapp,"1, Rue Weinemer, 68000 Colmar, France",48.0764186,7.35596895
415,Séjours & Affaires La Rochelle Les Minimes,"27/29 rue Enrico FERMI, 17000 La Rochelle, France",46.14584493,-1.15611792
416,Résidence Pierre & Vacances Centre,"14, quai de Marans, 17000 La Rochelle, France",46.15576943,-1.14639223
417,Logis Hôtel Le Rochelois,"66, boulevard Winston Churchill  Port neuf, 17000 La Rochelle, France",46.15418175,-1.18243652
418,ibis La Rochelle Vieux Port,"Place Du Commandant De La Motte Rouge, 17000 La Rochelle, France",46.1558294,-1.148558
419,Hotel Les Rosiers,"56 Boulevard André Sautel, 17000 La Rochelle, France",46.167557,-1.133687
420,Hôtel La Fabrique,"7-9-11 rue de la Fabrique, 17000 La Rochelle, France",46.156155,-1.148583
421,Kyriad La Rochelle Centre - Les Minimes,"Rue de la Scierie, 17000 La Rochelle, France",46.14630971,-1.1528939
422,Hotel Inn Design La Rochelle,"2 rue Yvonne Salomon, 17000 La Rochelle, France",46.16975862,-1.12158448
423,Hôtel Atlantic,"23 Rue Verdière, 17000 La Rochelle, France",46.15727436,-1.15521938
424,ibis La Rochelle Centre Historique,"1 ter rue fleuriau, 17000 La Rochelle, France",46.1612519,-1.1504209
425,Lagrange Apart'Hotel l’Escale Marine,"36 Avenue Amerigo Vespucci, 17000 La Rochelle, France",46.15107012,-1.15486329
426,Résidence New Rochelle,"17 Avenue du Lazaret, 17000 La Rochelle, France",46.14068996,-1.16616011
427,Novotel La Rochelle Centre,"Avenue de la Porte Neuve, 17000 La Rochelle, France",46.16143408,-1.15847558
428,Hôtel Kyriad La Rochelle Centre Ville,"51 rue de Périgny, 17000 La Rochelle, France",46.15779643,-1.13831878
429,ATHOME RESIDENCE ET SPA,"33 avenue du docteur planet, 17000 La Rochelle, France",46.145995,-1.152398
430,Un Hotel sur le Port,"5 Rue De La Fabrique, 17000 La Rochelle, France",46.15612058,-1.1489135
431,Le Manoir Hôtel,"8 bis Avenue du Général Leclerc , 17000 La Rochelle, France",46.16270478,-1.16061062
432,ibis Styles La Rochelle Centre,"4, rue Leonce Vieljeux  (accès voiture :  9 rue Chef de Ville), 17000 La Rochelle, France",46.1580159,-1.15397182
433,Hôtel Les Brises,"Chemin de la digue Richelieu, 17000 La Rochelle, France",46.15345807,-1.17438644
434,Hôtel François 1er,"13-15 Rue Bazoges, 17000 La Rochelle, France",46.16091143,-1.15203694
435,Hôtel Saint Nicolas,"13 rue Sardinerie, 17000 La Rochelle, France",46.15813457,-1.14891277
436,Central Park Hôtel & Spa,"4, avenue Jean Guiton, 17000 La Rochelle, France",46.15891333,-1.16082335
437,Mercure La Rochelle Vieux Port,"Quai Louis Prunier, 17044 La Rochelle, France",46.15365316,-1.14965111
438,Tour de Nesle La Rochelle Vieux Port 3 etoiles,"2, Quai Louis Durand, 17000 La Rochelle, France",46.15809741,-1.1503619
439,Best Western Premier Masqhotel,"17 Rue de L'ouvrage à Cornes, 17000 La Rochelle, France",46.15483672,-1.14505649
440,"Hotel Des 4 Vents ""Esprit Camargue""","939 Route De Nimes, 30220 Aigues-Mortes, France",43.57702546,4.19753909
441,Maison des Croisades,"2 RUE DU PORT, 30220 Aigues-Mortes, France",43.5689974,4.1882982
442,Hôtel Saint Louis,"10, Rue Amiral Courbet, 30220 Aigues-Mortes, France",43.56721967,4.1893436
443,Le Mas Des Sables,"CD 979 Route de Nîmes, 30220 Aigues-Mortes, France",43.58606025,4.19745116
444,Hotel Les Templiers,"21 Et 23 Rue De La Republique, 30220 Aigues-Mortes, France",43.56694565,4.19187346
445,Boutique Hôtel des Remparts & Spa,"6, Place Anatole France, 30220 Aigues-Mortes, France",43.56803552,4.1903438
446,La Villa Mazarin,"35 boulevard Gambetta, 30220 Aigues-Mortes, France",43.56498662,4.19175196
447,Residence Residéal La Grande Motte,"312 Allée de La Plage, 34280 La Grande-Motte, France",43.5579264,4.09765363
448,Vacancéole - Résidence Cap Camargue,"55 rue du Taillevent - Route de l'Espiguette, 30240 Le Grau-du-Roi, France",43.51726427,4.14993525
449,Residence Residhotel Mayflower,"350, Avenue Georges Pompidou, 30240 Le Grau-du-Roi, France",43.53277434,4.14406251
450,Lou Garbin,"210 Avenues des Jardins, 30220 Saint-Laurent-dʼAigouze, France",43.6323549,4.1911608
451,Azureva Le Grau du Roi,"2815 Route de l'Espiguette, 30240 Le Grau-du-Roi, France",43.50309876,4.14209783
452,SOWELL RESIDENCES Les Sablons,"1551 Route de Carnon, 30240 Le Grau-du-Roi, France",43.554462,4.103673
453,Novotel La Grande Motte Golf,"Quartier Golf Ponant - 1641 Av Du Golf, 34280 La Grande-Motte, France",43.57070999,4.10264656
454,Belambra Clubs La Grande Motte - Petite Camargue Presqu'île Du Ponant,"S/N Rue Saint-Louis, 92340 La Grande-Motte, France",43.56411347,4.10099423
455,Le Prose Hôtel,"277 Allée du Vaccares, 34280 La Grande-Motte, France",43.55935184,4.0925344
456,Hôtel Restaurant Splendid Camargue,"21 Boulevard Alphonse Maréchal Juin, 30240 Le Grau-du-Roi, France",43.53412549,4.13711429
457,Belambra Clubs Port Camargue - Les Salins,"Rue Amiot d'Inville, 30240 Le Grau-du-Roi, France",43.524719,4.141164
458,GOLF HOTEL,"1920 Avenue du Golf, 34280 La Grande-Motte, France",43.568057,4.102608
459,SOWELL Family Grau du Roi,"1551 Route de Carnon, 30240 Le Grau-du-Roi, France",43.554462,4.103673
460,Hotel Le Quetzal,"Allée des Jardins, 34280 La Grande-Motte, France",43.56037838,4.0921551
461,Mercure Port La Grande Motte,"140, Rue Du Port, 34280 La Grande-Motte, France",43.55844052,4.08389926
462,MY Hôtel Résidences - La Grande-Motte,"Allée d'Athènes, 34280 La Grande-Motte, France",43.5593909,4.0696384
463,Oustau Camarguen Hôtel & Spa,"3 Route Des Marines, 30240 Le Grau-du-Roi, France",43.51195016,4.13701303
464,Le Spinaker,"Port Camargue - voie de la Pointe du Mole, 30240 Le Grau-du-Roi, France",43.5187674,4.136688
465,Novotel Bayeux,"117 Rue Saint Patrice, 14400 Bayeux, France",49.28176922,-0.71848869
466,Churchill Hotel Bayeux Centre,"14 Rue St Jean, 14400 Bayeux, France",49.2766073,-0.70057154
467,Hôtel De Brunville & Spa,"9 Rue Genas-Duhomme, 14400 Bayeux, France",49.27815769,-0.70351392
468,Grand Hôtel du Luxembourg & Spa,"25 Rue Des Bouchers, 14400 Bayeux, France",49.27842191,-0.70329666
469,Hotel Le Lion D'Or et Restaurant La Table Du Lion,"71 Rue Saint Jean, 14400 Bayeux, France",49.27627832,-0.69836944
470,Villa Lara Hotel,"6, Place du Québec, 14400 Bayeux, France",49.27551886,-0.70096448
471,Résidence Pierre & Vacances Green Beach,"6 Rue Abbé Lemazurier, 14520 Port-en-Bessin-Huppain, France",49.33890265,-0.77262104
472,Hôtel L'ideal le Mountbatten,"20 Boulevard Gilbert Longuet, 14117 Arromanches-les-Bains, France",49.33836961,-0.62405348
