,city,latitude,longitude,timepoint,main_weather,feels_like,humidity,wind_speed,city_id
886,Uzes,44.0121279,4.4196718,1719500400,few clouds,33.1,38,1.9,34
887,Uzes,44.0121279,4.4196718,1719511200,light rain,26.12,66,3.59,34
888,Uzes,44.0121279,4.4196718,1719522000,clear sky,23.08,75,0.84,34
889,Uzes,44.0121279,4.4196718,1719532800,clear sky,22.29,78,0.13,34
890,Uzes,44.0121279,4.4196718,1719543600,scattered clouds,21.65,84,1.37,34
891,Uzes,44.0121279,4.4196718,1719554400,scattered clouds,24.28,77,1.27,34
892,Uzes,44.0121279,4.4196718,1719565200,broken clouds,30.73,58,1.23,34
893,Uzes,44.0121279,4.4196718,1719576000,broken clouds,34.12,46,2.85,34
894,Uzes,44.0121279,4.4196718,1719586800,clear sky,31.06,37,6.04,34
895,Uzes,44.0121279,4.4196718,1719597600,clear sky,26.29,53,3.98,34
896,Uzes,44.0121279,4.4196718,1719608400,clear sky,20.86,71,1.22,34
897,Uzes,44.0121279,4.4196718,1719619200,clear sky,19.36,79,1.22,34
898,Uzes,44.0121279,4.4196718,1719630000,few clouds,18.79,88,0.32,34
899,Uzes,44.0121279,4.4196718,1719640800,scattered clouds,20.98,80,1.57,34
900,Uzes,44.0121279,4.4196718,1719651600,overcast clouds,26.14,62,0.31,34
901,Uzes,44.0121279,4.4196718,1719662400,overcast clouds,29.4,50,5.1,34
902,Uzes,44.0121279,4.4196718,1719673200,light rain,25.58,60,8.05,34
903,Uzes,44.0121279,4.4196718,1719684000,broken clouds,24.1,77,6.36,34
904,Uzes,44.0121279,4.4196718,1719694800,light rain,20.28,98,2.58,34
905,Uzes,44.0121279,4.4196718,1719705600,light rain,19.78,99,1.01,34
906,Uzes,44.0121279,4.4196718,1719716400,broken clouds,19.33,97,1.58,34
907,Uzes,44.0121279,4.4196718,1719727200,scattered clouds,20.72,83,2.93,34
908,Uzes,44.0121279,4.4196718,1719738000,scattered clouds,25.38,55,3.36,34
909,Uzes,44.0121279,4.4196718,1719748800,broken clouds,28.99,43,2.15,34
910,Uzes,44.0121279,4.4196718,1719759600,few clouds,30.38,37,3.23,34
911,Uzes,44.0121279,4.4196718,1719770400,scattered clouds,27.79,53,3.09,34
912,Uzes,44.0121279,4.4196718,1719781200,broken clouds,21.01,71,7.13,34
913,Uzes,44.0121279,4.4196718,1719792000,broken clouds,18.61,75,6.24,34
914,Uzes,44.0121279,4.4196718,1719802800,overcast clouds,17.39,81,4.76,34
915,Uzes,44.0121279,4.4196718,1719813600,broken clouds,18.11,74,5.19,34
916,Uzes,44.0121279,4.4196718,1719824400,clear sky,23.45,50,6.79,34
917,Uzes,44.0121279,4.4196718,1719835200,clear sky,27.47,38,8.34,34
918,Uzes,44.0121279,4.4196718,1719846000,clear sky,27.81,40,9.2,34
919,Uzes,44.0121279,4.4196718,1719856800,clear sky,24.15,54,9.32,34
920,Nimes,43.8374249,4.3600687,1719435600,clear sky,23.04,71,1.89,27
921,Nimes,43.8374249,4.3600687,1719446400,few clouds,20.98,80,0.72,27
922,Nimes,43.8374249,4.3600687,1719457200,clear sky,18.38,89,0.11,27
923,Nimes,43.8374249,4.3600687,1719468000,broken clouds,20.65,78,1.64,27
924,Nimes,43.8374249,4.3600687,1719478800,broken clouds,27.56,54,0.96,27
925,Nimes,43.8374249,4.3600687,1719489600,broken clouds,32.64,36,0.32,27
926,Nimes,43.8374249,4.3600687,1719500400,few clouds,32.74,37,5.1,27
927,Nimes,43.8374249,4.3600687,1719511200,light rain,25.8,68,3.09,27
928,Nimes,43.8374249,4.3600687,1719522000,light rain,22.99,77,0.68,27
929,Nimes,43.8374249,4.3600687,1719532800,clear sky,21.86,79,0.58,27
930,Nimes,43.8374249,4.3600687,1719543600,overcast clouds,21.96,79,1.03,27
931,Nimes,43.8374249,4.3600687,1719554400,broken clouds,24.35,74,1.0,27
932,Nimes,43.8374249,4.3600687,1719565200,broken clouds,30.47,52,1.5,27
933,Nimes,43.8374249,4.3600687,1719576000,broken clouds,33.92,35,3.89,27
934,Nimes,43.8374249,4.3600687,1719586800,clear sky,30.05,33,5.35,27
935,Nimes,43.8374249,4.3600687,1719597600,few clouds,26.16,51,3.7,27
936,Nimes,43.8374249,4.3600687,1719608400,few clouds,21.49,73,1.19,27
937,Nimes,43.8374249,4.3600687,1719619200,few clouds,20.16,84,0.92,27
938,Nimes,43.8374249,4.3600687,1719630000,scattered clouds,19.64,88,0.91,27
939,Nimes,43.8374249,4.3600687,1719640800,broken clouds,21.83,80,1.11,27
940,Nimes,43.8374249,4.3600687,1719651600,overcast clouds,27.76,58,0.5,27
941,Nimes,43.8374249,4.3600687,1719662400,overcast clouds,30.09,43,6.33,27
942,Nimes,43.8374249,4.3600687,1719673200,light rain,26.66,56,8.28,27
943,Nimes,43.8374249,4.3600687,1719684000,broken clouds,24.71,76,5.51,27
944,Nimes,43.8374249,4.3600687,1719694800,light rain,21.42,93,1.79,27
945,Nimes,43.8374249,4.3600687,1719705600,light rain,20.73,96,0.78,27
946,Nimes,43.8374249,4.3600687,1719716400,few clouds,20.35,97,1.44,27
947,Nimes,43.8374249,4.3600687,1719727200,few clouds,21.34,71,3.73,27
948,Nimes,43.8374249,4.3600687,1719738000,few clouds,26.57,50,3.83,27
949,Nimes,43.8374249,4.3600687,1719748800,scattered clouds,30.12,37,2.88,27
950,Nimes,43.8374249,4.3600687,1719759600,broken clouds,31.78,31,2.43,27
951,Nimes,43.8374249,4.3600687,1719770400,broken clouds,28.84,41,4.37,27
952,Nimes,43.8374249,4.3600687,1719781200,overcast clouds,23.03,63,6.45,27
953,Nimes,43.8374249,4.3600687,1719792000,overcast clouds,20.71,67,5.89,27
954,Nimes,43.8374249,4.3600687,1719802800,overcast clouds,19.17,75,4.11,27
955,Nimes,43.8374249,4.3600687,1719813600,overcast clouds,19.53,66,5.56,27
956,Nimes,43.8374249,4.3600687,1719824400,clear sky,24.96,43,6.19,27
957,Nimes,43.8374249,4.3600687,1719835200,clear sky,28.66,32,7.15,27
958,Nimes,43.8374249,4.3600687,1719846000,clear sky,29.33,34,9.01,27
959,Nimes,43.8374249,4.3600687,1719856800,clear sky,25.33,49,9.0,27
960,Aigues Mortes,43.5658225,4.1912837,1719435600,scattered clouds,22.68,87,1.94,1
961,Aigues Mortes,43.5658225,4.1912837,1719446400,scattered clouds,21.3,86,1.51,1
962,Aigues Mortes,43.5658225,4.1912837,1719457200,scattered clouds,19.85,87,0.85,1
963,Aigues Mortes,43.5658225,4.1912837,1719468000,broken clouds,20.41,82,1.79,1
964,Aigues Mortes,43.5658225,4.1912837,1719478800,scattered clouds,23.44,67,1.92,1
965,Aigues Mortes,43.5658225,4.1912837,1719489600,scattered clouds,24.56,63,3.24,1
966,Aigues Mortes,43.5658225,4.1912837,1719500400,scattered clouds,24.4,71,5.24,1
967,Aigues Mortes,43.5658225,4.1912837,1719511200,light rain,23.19,77,2.13,1
968,Aigues Mortes,43.5658225,4.1912837,1719522000,light rain,21.97,82,3.03,1
969,Aigues Mortes,43.5658225,4.1912837,1719532800,scattered clouds,21.53,83,0.87,1
970,Aigues Mortes,43.5658225,4.1912837,1719543600,overcast clouds,21.41,81,0.62,1
971,Aigues Mortes,43.5658225,4.1912837,1719554400,broken clouds,22.65,75,0.98,1
972,Aigues Mortes,43.5658225,4.1912837,1719565200,overcast clouds,24.76,64,2.6,1
973,Aigues Mortes,43.5658225,4.1912837,1719576000,broken clouds,25.2,61,5.45,1
974,Aigues Mortes,43.5658225,4.1912837,1719586800,clear sky,24.41,66,4.65,1
975,Aigues Mortes,43.5658225,4.1912837,1719597600,few clouds,23.02,73,3.2,1
976,Aigues Mortes,43.5658225,4.1912837,1719608400,few clouds,21.33,87,2.48,1
977,Aigues Mortes,43.5658225,4.1912837,1719619200,few clouds,20.94,90,2.72,1
978,Aigues Mortes,43.5658225,4.1912837,1719630000,scattered clouds,20.5,91,3.21,1
979,Aigues Mortes,43.5658225,4.1912837,1719640800,broken clouds,21.9,84,2.69,1
980,Aigues Mortes,43.5658225,4.1912837,1719651600,overcast clouds,23.65,74,3.39,1
981,Aigues Mortes,43.5658225,4.1912837,1719662400,light rain,23.53,76,7.62,1
982,Aigues Mortes,43.5658225,4.1912837,1719673200,light rain,22.84,84,7.72,1
983,Aigues Mortes,43.5658225,4.1912837,1719684000,broken clouds,22.55,90,4.89,1
984,Aigues Mortes,43.5658225,4.1912837,1719694800,clear sky,21.38,96,1.16,1
985,Aigues Mortes,43.5658225,4.1912837,1719705600,clear sky,21.62,91,2.28,1
986,Aigues Mortes,43.5658225,4.1912837,1719716400,clear sky,20.74,80,4.78,1
987,Aigues Mortes,43.5658225,4.1912837,1719727200,clear sky,21.26,74,3.47,1
988,Aigues Mortes,43.5658225,4.1912837,1719738000,clear sky,24.55,59,1.98,1
989,Aigues Mortes,43.5658225,4.1912837,1719748800,scattered clouds,26.48,55,3.5,1
990,Aigues Mortes,43.5658225,4.1912837,1719759600,broken clouds,28.14,52,5.01,1
991,Aigues Mortes,43.5658225,4.1912837,1719770400,overcast clouds,27.26,52,7.33,1
992,Aigues Mortes,43.5658225,4.1912837,1719781200,overcast clouds,23.51,64,3.6,1
993,Aigues Mortes,43.5658225,4.1912837,1719792000,overcast clouds,21.79,72,2.82,1
994,Aigues Mortes,43.5658225,4.1912837,1719802800,overcast clouds,20.43,76,2.77,1
995,Aigues Mortes,43.5658225,4.1912837,1719813600,broken clouds,20.55,69,4.56,1
996,Aigues Mortes,43.5658225,4.1912837,1719824400,clear sky,23.5,56,3.25,1
997,Aigues Mortes,43.5658225,4.1912837,1719835200,clear sky,27.06,45,0.76,1
998,Aigues Mortes,43.5658225,4.1912837,1719846000,clear sky,27.95,49,1.09,1
999,Aigues Mortes,43.5658225,4.1912837,1719856800,clear sky,25.99,53,6.35,1
1000,Saintes Maries de la mer,43.4522771,4.4287172,1719435600,clear sky,23.67,85,2.39,30
1001,Saintes Maries de la mer,43.4522771,4.4287172,1719446400,clear sky,22.1,85,1.81,30
1002,Saintes Maries de la mer,43.4522771,4.4287172,1719457200,few clouds,20.44,86,0.68,30
1003,Saintes Maries de la mer,43.4522771,4.4287172,1719468000,broken clouds,20.79,82,1.95,30
1004,Saintes Maries de la mer,43.4522771,4.4287172,1719478800,scattered clouds,22.86,71,2.05,30
1005,Saintes Maries de la mer,43.4522771,4.4287172,1719489600,scattered clouds,22.71,73,3.57,30
1006,Saintes Maries de la mer,43.4522771,4.4287172,1719500400,scattered clouds,22.38,80,5.26,30
1007,Saintes Maries de la mer,43.4522771,4.4287172,1719511200,few clouds,22.93,81,2.99,30
1008,Saintes Maries de la mer,43.4522771,4.4287172,1719522000,few clouds,22.26,82,3.0,30
1009,Saintes Maries de la mer,43.4522771,4.4287172,1719532800,broken clouds,21.74,84,0.93,30
1010,Saintes Maries de la mer,43.4522771,4.4287172,1719543600,broken clouds,21.68,80,1.09,30
1011,Saintes Maries de la mer,43.4522771,4.4287172,1719554400,broken clouds,22.47,75,1.64,30
1012,Saintes Maries de la mer,43.4522771,4.4287172,1719565200,broken clouds,23.58,69,2.76,30
1013,Saintes Maries de la mer,43.4522771,4.4287172,1719576000,broken clouds,23.21,68,5.48,30
1014,Saintes Maries de la mer,43.4522771,4.4287172,1719586800,clear sky,23.03,75,5.26,30
1015,Saintes Maries de la mer,43.4522771,4.4287172,1719597600,few clouds,22.51,81,4.02,30
1016,Saintes Maries de la mer,43.4522771,4.4287172,1719608400,scattered clouds,21.64,88,2.72,30
1017,Saintes Maries de la mer,43.4522771,4.4287172,1719619200,few clouds,21.29,89,3.7,30
1018,Saintes Maries de la mer,43.4522771,4.4287172,1719630000,scattered clouds,21.15,90,4.45,30
1019,Saintes Maries de la mer,43.4522771,4.4287172,1719640800,broken clouds,21.93,84,4.65,30
1020,Saintes Maries de la mer,43.4522771,4.4287172,1719651600,overcast clouds,23.78,73,3.07,30
1021,Saintes Maries de la mer,43.4522771,4.4287172,1719662400,light rain,22.1,83,9.22,30
1022,Saintes Maries de la mer,43.4522771,4.4287172,1719673200,light rain,22.5,84,9.67,30
1023,Saintes Maries de la mer,43.4522771,4.4287172,1719684000,broken clouds,22.1,91,5.66,30
1024,Saintes Maries de la mer,43.4522771,4.4287172,1719694800,clear sky,21.59,95,2.71,30
1025,Saintes Maries de la mer,43.4522771,4.4287172,1719705600,light rain,21.39,96,1.83,30
1026,Saintes Maries de la mer,43.4522771,4.4287172,1719716400,clear sky,20.9,88,4.47,30
1027,Saintes Maries de la mer,43.4522771,4.4287172,1719727200,clear sky,21.42,82,4.12,30
1028,Saintes Maries de la mer,43.4522771,4.4287172,1719738000,clear sky,23.68,64,3.51,30
1029,Saintes Maries de la mer,43.4522771,4.4287172,1719748800,few clouds,24.42,65,4.77,30
1030,Saintes Maries de la mer,43.4522771,4.4287172,1719759600,scattered clouds,24.33,67,6.68,30
1031,Saintes Maries de la mer,43.4522771,4.4287172,1719770400,broken clouds,25.54,60,8.26,30
1032,Saintes Maries de la mer,43.4522771,4.4287172,1719781200,overcast clouds,22.95,71,5.49,30
1033,Saintes Maries de la mer,43.4522771,4.4287172,1719792000,overcast clouds,21.4,72,5.29,30
1034,Saintes Maries de la mer,43.4522771,4.4287172,1719802800,overcast clouds,20.11,77,4.59,30
1035,Saintes Maries de la mer,43.4522771,4.4287172,1719813600,broken clouds,20.22,74,6.73,30
1036,Saintes Maries de la mer,43.4522771,4.4287172,1719824400,few clouds,23.26,57,6.26,30
1037,Saintes Maries de la mer,43.4522771,4.4287172,1719835200,clear sky,25.69,51,4.69,30
1038,Saintes Maries de la mer,43.4522771,4.4287172,1719846000,clear sky,27.18,50,3.46,30
1039,Saintes Maries de la mer,43.4522771,4.4287172,1719856800,clear sky,25.18,56,7.66,30
1040,Collioure,42.52505,3.0831554,1719435600,broken clouds,24.01,76,1.03,15
1041,Collioure,42.52505,3.0831554,1719446400,broken clouds,22.45,80,0.7,15
1042,Collioure,42.52505,3.0831554,1719457200,overcast clouds,20.54,88,1.05,15
1043,Collioure,42.52505,3.0831554,1719468000,broken clouds,22.23,81,1.41,15
1044,Collioure,42.52505,3.0831554,1719478800,clear sky,28.28,61,2.07,15
1045,Collioure,42.52505,3.0831554,1719489600,few clouds,30.2,55,2.98,15
1046,Collioure,42.52505,3.0831554,1719500400,few clouds,31.35,53,3.96,15
1047,Collioure,42.52505,3.0831554,1719511200,light rain,29.33,57,2.61,15
1048,Collioure,42.52505,3.0831554,1719522000,light rain,24.09,70,1.61,15
1049,Collioure,42.52505,3.0831554,1719532800,broken clouds,22.98,75,1.02,15
1050,Collioure,42.52505,3.0831554,1719543600,broken clouds,22.61,80,0.9,15
1051,Collioure,42.52505,3.0831554,1719554400,broken clouds,24.75,73,0.22,15
1052,Collioure,42.52505,3.0831554,1719565200,broken clouds,28.74,54,2.0,15
1053,Collioure,42.52505,3.0831554,1719576000,scattered clouds,30.57,45,4.6,15
1054,Collioure,42.52505,3.0831554,1719586800,clear sky,29.71,42,5.64,15
1055,Collioure,42.52505,3.0831554,1719597600,clear sky,26.29,56,4.79,15
1056,Collioure,42.52505,3.0831554,1719608400,broken clouds,21.99,72,4.15,15
1057,Collioure,42.52505,3.0831554,1719619200,broken clouds,20.99,71,3.6,15
1058,Collioure,42.52505,3.0831554,1719630000,broken clouds,20.17,79,3.12,15
1059,Collioure,42.52505,3.0831554,1719640800,broken clouds,22.29,77,3.35,15
1060,Collioure,42.52505,3.0831554,1719651600,light rain,25.79,68,4.32,15
1061,Collioure,42.52505,3.0831554,1719662400,light rain,28.4,65,5.12,15
1062,Collioure,42.52505,3.0831554,1719673200,broken clouds,31.77,40,7.68,15
1063,Collioure,42.52505,3.0831554,1719684000,scattered clouds,25.66,68,6.29,15
1064,Collioure,42.52505,3.0831554,1719694800,clear sky,22.96,75,4.95,15
1065,Collioure,42.52505,3.0831554,1719705600,clear sky,21.29,80,4.51,15
1066,Collioure,42.52505,3.0831554,1719716400,broken clouds,19.95,79,4.1,15
1067,Collioure,42.52505,3.0831554,1719727200,scattered clouds,20.91,71,3.49,15
1068,Collioure,42.52505,3.0831554,1719738000,scattered clouds,25.17,55,3.4,15
1069,Collioure,42.52505,3.0831554,1719748800,broken clouds,27.95,50,3.05,15
1070,Collioure,42.52505,3.0831554,1719759600,overcast clouds,28.71,47,3.6,15
1071,Collioure,42.52505,3.0831554,1719770400,light rain,25.61,60,4.25,15
1072,Collioure,42.52505,3.0831554,1719781200,light rain,21.05,86,4.14,15
1073,Collioure,42.52505,3.0831554,1719792000,light rain,20.18,87,3.39,15
1074,Collioure,42.52505,3.0831554,1719802800,scattered clouds,19.45,85,4.57,15
1075,Collioure,42.52505,3.0831554,1719813600,few clouds,20.85,77,5.95,15
1076,Collioure,42.52505,3.0831554,1719824400,clear sky,25.96,48,7.53,15
1077,Collioure,42.52505,3.0831554,1719835200,clear sky,28.45,41,8.42,15
1078,Collioure,42.52505,3.0831554,1719846000,light rain,28.91,40,8.27,15
1079,Collioure,42.52505,3.0831554,1719856800,clear sky,27.18,46,7.52,15
1080,Carcassonne,43.2130358,2.3491069,1719435600,clear sky,26.04,61,3.01,12
1081,Carcassonne,43.2130358,2.3491069,1719446400,scattered clouds,22.78,76,2.68,12
1082,Carcassonne,43.2130358,2.3491069,1719457200,overcast clouds,19.59,87,1.64,12
1083,Carcassonne,43.2130358,2.3491069,1719468000,broken clouds,22.07,75,0.48,12
1084,Carcassonne,43.2130358,2.3491069,1719478800,light rain,29.05,54,2.0,12
1085,Carcassonne,43.2130358,2.3491069,1719489600,scattered clouds,34.48,34,2.58,12
1086,Carcassonne,43.2130358,2.3491069,1719500400,clear sky,36.71,30,2.21,12
1087,Carcassonne,43.2130358,2.3491069,1719511200,light rain,30.7,54,2.6,12
1088,Carcassonne,43.2130358,2.3491069,1719522000,overcast clouds,25.15,71,0.36,12
1089,Carcassonne,43.2130358,2.3491069,1719532800,overcast clouds,23.81,78,0.83,12
1090,Carcassonne,43.2130358,2.3491069,1719543600,few clouds,22.46,94,2.69,12
1091,Carcassonne,43.2130358,2.3491069,1719554400,scattered clouds,22.63,90,2.89,12
1092,Carcassonne,43.2130358,2.3491069,1719565200,overcast clouds,29.49,66,2.05,12
1093,Carcassonne,43.2130358,2.3491069,1719576000,broken clouds,35.4,38,2.74,12
1094,Carcassonne,43.2130358,2.3491069,1719586800,clear sky,33.61,32,7.88,12
1095,Carcassonne,43.2130358,2.3491069,1719597600,scattered clouds,27.41,42,7.12,12
1096,Carcassonne,43.2130358,2.3491069,1719608400,overcast clouds,21.62,67,5.93,12
1097,Carcassonne,43.2130358,2.3491069,1719619200,overcast clouds,19.73,81,5.84,12
1098,Carcassonne,43.2130358,2.3491069,1719630000,overcast clouds,19.12,88,6.53,12
1099,Carcassonne,43.2130358,2.3491069,1719640800,broken clouds,20.58,84,6.48,12
1100,Carcassonne,43.2130358,2.3491069,1719651600,light rain,25.27,62,7.43,12
1101,Carcassonne,43.2130358,2.3491069,1719662400,overcast clouds,26.08,60,7.35,12
1102,Carcassonne,43.2130358,2.3491069,1719673200,light rain,25.35,73,2.43,12
1103,Carcassonne,43.2130358,2.3491069,1719684000,light rain,23.87,75,5.99,12
1104,Carcassonne,43.2130358,2.3491069,1719694800,scattered clouds,20.32,86,5.37,12
1105,Carcassonne,43.2130358,2.3491069,1719705600,scattered clouds,18.16,88,4.76,12
1106,Carcassonne,43.2130358,2.3491069,1719716400,broken clouds,17.53,87,3.99,12
1107,Carcassonne,43.2130358,2.3491069,1719727200,broken clouds,18.1,80,4.41,12
1108,Carcassonne,43.2130358,2.3491069,1719738000,overcast clouds,21.78,61,5.29,12
1109,Carcassonne,43.2130358,2.3491069,1719748800,overcast clouds,25.05,51,5.73,12
1110,Carcassonne,43.2130358,2.3491069,1719759600,light rain,23.53,60,5.76,12
1111,Carcassonne,43.2130358,2.3491069,1719770400,overcast clouds,22.55,64,6.19,12
1112,Carcassonne,43.2130358,2.3491069,1719781200,overcast clouds,19.38,85,4.4,12
1113,Carcassonne,43.2130358,2.3491069,1719792000,overcast clouds,17.85,89,4.22,12
1114,Carcassonne,43.2130358,2.3491069,1719802800,broken clouds,16.59,90,4.11,12
1115,Carcassonne,43.2130358,2.3491069,1719813600,scattered clouds,17.94,77,4.78,12
1116,Carcassonne,43.2130358,2.3491069,1719824400,clear sky,23.32,54,6.96,12
1117,Carcassonne,43.2130358,2.3491069,1719835200,clear sky,27.03,43,7.89,12
1118,Carcassonne,43.2130358,2.3491069,1719846000,clear sky,27.46,42,7.7,12
1119,Carcassonne,43.2130358,2.3491069,1719856800,clear sky,24.87,51,6.88,12
1120,Ariège,42.8458016,1.6067586,1719435600,overcast clouds,26.31,79,3.06,5
1121,Ariège,42.8458016,1.6067586,1719446400,overcast clouds,24.26,75,2.43,5
1122,Ariège,42.8458016,1.6067586,1719457200,scattered clouds,20.24,80,2.89,5
1123,Ariège,42.8458016,1.6067586,1719468000,scattered clouds,22.85,72,2.08,5
1124,Ariège,42.8458016,1.6067586,1719478800,scattered clouds,29.77,52,1.97,5
1125,Ariège,42.8458016,1.6067586,1719489600,light rain,32.72,53,3.38,5
1126,Ariège,42.8458016,1.6067586,1719500400,moderate rain,32.51,65,3.1,5
1127,Ariège,42.8458016,1.6067586,1719511200,light rain,26.62,91,1.45,5
1128,Ariège,42.8458016,1.6067586,1719522000,overcast clouds,22.97,91,2.04,5
1129,Ariège,42.8458016,1.6067586,1719532800,overcast clouds,21.33,91,2.59,5
1130,Ariège,42.8458016,1.6067586,1719543600,broken clouds,20.44,92,2.45,5
1131,Ariège,42.8458016,1.6067586,1719554400,broken clouds,22.4,87,1.45,5
1132,Ariège,42.8458016,1.6067586,1719565200,broken clouds,28.99,59,1.53,5
1133,Ariège,42.8458016,1.6067586,1719576000,scattered clouds,31.51,48,1.46,5
1134,Ariège,42.8458016,1.6067586,1719586800,broken clouds,32.8,44,1.68,5
1135,Ariège,42.8458016,1.6067586,1719597600,light rain,30.19,76,1.33,5
1136,Ariège,42.8458016,1.6067586,1719608400,scattered clouds,21.63,81,3.37,5
1137,Ariège,42.8458016,1.6067586,1719619200,scattered clouds,20.46,69,4.01,5
1138,Ariège,42.8458016,1.6067586,1719630000,few clouds,19.55,56,3.48,5
1139,Ariège,42.8458016,1.6067586,1719640800,scattered clouds,21.87,62,1.74,5
1140,Ariège,42.8458016,1.6067586,1719651600,overcast clouds,24.55,61,1.67,5
1141,Ariège,42.8458016,1.6067586,1719662400,light rain,25.9,58,1.54,5
1142,Ariège,42.8458016,1.6067586,1719673200,light rain,23.98,66,1.53,5
1143,Ariège,42.8458016,1.6067586,1719684000,light rain,21.12,86,1.72,5
1144,Ariège,42.8458016,1.6067586,1719694800,light rain,18.43,98,0.66,5
1145,Ariège,42.8458016,1.6067586,1719705600,broken clouds,16.95,93,0.73,5
1146,Ariège,42.8458016,1.6067586,1719716400,scattered clouds,16.46,93,0.62,5
1147,Ariège,42.8458016,1.6067586,1719727200,broken clouds,17.91,92,0.39,5
1148,Ariège,42.8458016,1.6067586,1719738000,light rain,20.6,84,2.07,5
1149,Ariège,42.8458016,1.6067586,1719748800,light rain,21.09,83,1.96,5
1150,Ariège,42.8458016,1.6067586,1719759600,light rain,21.64,86,1.91,5
1151,Ariège,42.8458016,1.6067586,1719770400,light rain,19.96,95,1.79,5
1152,Ariège,42.8458016,1.6067586,1719781200,light rain,18.51,100,1.15,5
1153,Ariège,42.8458016,1.6067586,1719792000,overcast clouds,17.86,100,0.71,5
1154,Ariège,42.8458016,1.6067586,1719802800,overcast clouds,17.03,99,1.03,5
1155,Ariège,42.8458016,1.6067586,1719813600,light rain,17.14,98,0.58,5
1156,Ariège,42.8458016,1.6067586,1719824400,light rain,17.47,98,1.67,5
1157,Ariège,42.8458016,1.6067586,1719835200,light rain,21.0,80,2.52,5
1158,Ariège,42.8458016,1.6067586,1719846000,overcast clouds,21.39,76,2.45,5
1159,Ariège,42.8458016,1.6067586,1719856800,light rain,19.77,87,1.6,5
1160,Toulouse,43.6044622,1.4442469,1719435600,clear sky,28.96,50,2.51,33
1161,Toulouse,43.6044622,1.4442469,1719446400,scattered clouds,24.84,64,2.49,33
1162,Toulouse,43.6044622,1.4442469,1719457200,overcast clouds,20.8,79,2.2,33
1163,Toulouse,43.6044622,1.4442469,1719468000,light rain,21.71,81,1.05,33
1164,Toulouse,43.6044622,1.4442469,1719478800,scattered clouds,27.96,62,0.51,33
1165,Toulouse,43.6044622,1.4442469,1719489600,scattered clouds,31.87,49,1.56,33
1166,Toulouse,43.6044622,1.4442469,1719500400,scattered clouds,33.76,47,2.1,33
1167,Toulouse,43.6044622,1.4442469,1719511200,scattered clouds,32.65,61,3.09,33
1168,Toulouse,43.6044622,1.4442469,1719522000,light rain,25.58,76,2.11,33
1169,Toulouse,43.6044622,1.4442469,1719532800,light rain,23.49,86,3.6,33
1170,Toulouse,43.6044622,1.4442469,1719543600,scattered clouds,20.9,94,3.34,33
1171,Toulouse,43.6044622,1.4442469,1719554400,broken clouds,21.21,88,3.03,33
1172,Toulouse,43.6044622,1.4442469,1719565200,light rain,25.26,72,2.03,33
1173,Toulouse,43.6044622,1.4442469,1719576000,broken clouds,30.24,62,0.75,33
1174,Toulouse,43.6044622,1.4442469,1719586800,broken clouds,33.7,53,0.96,33
1175,Toulouse,43.6044622,1.4442469,1719597600,broken clouds,33.31,63,0.47,33
1176,Toulouse,43.6044622,1.4442469,1719608400,overcast clouds,24.25,73,2.05,33
1177,Toulouse,43.6044622,1.4442469,1719619200,overcast clouds,20.69,67,4.93,33
1178,Toulouse,43.6044622,1.4442469,1719630000,overcast clouds,19.69,76,4.88,33
1179,Toulouse,43.6044622,1.4442469,1719640800,overcast clouds,19.94,83,5.57,33
1180,Toulouse,43.6044622,1.4442469,1719651600,overcast clouds,24.3,66,3.35,33
1181,Toulouse,43.6044622,1.4442469,1719662400,light rain,23.45,74,4.09,33
1182,Toulouse,43.6044622,1.4442469,1719673200,moderate rain,24.02,76,5.04,33
1183,Toulouse,43.6044622,1.4442469,1719684000,light rain,23.12,76,5.53,33
1184,Toulouse,43.6044622,1.4442469,1719694800,scattered clouds,18.99,82,4.5,33
1185,Toulouse,43.6044622,1.4442469,1719705600,scattered clouds,16.62,90,3.6,33
1186,Toulouse,43.6044622,1.4442469,1719716400,overcast clouds,16.49,85,3.09,33
1187,Toulouse,43.6044622,1.4442469,1719727200,overcast clouds,16.86,81,3.14,33
1188,Toulouse,43.6044622,1.4442469,1719738000,overcast clouds,19.48,70,2.36,33
1189,Toulouse,43.6044622,1.4442469,1719748800,overcast clouds,22.56,62,2.74,33
1190,Toulouse,43.6044622,1.4442469,1719759600,light rain,21.56,71,2.85,33
1191,Toulouse,43.6044622,1.4442469,1719770400,light rain,21.68,72,2.82,33
1192,Toulouse,43.6044622,1.4442469,1719781200,overcast clouds,19.43,80,2.53,33
1193,Toulouse,43.6044622,1.4442469,1719792000,overcast clouds,16.59,85,2.51,33
1194,Toulouse,43.6044622,1.4442469,1719802800,clear sky,15.24,86,2.21,33
1195,Toulouse,43.6044622,1.4442469,1719813600,clear sky,16.91,80,2.32,33
1196,Toulouse,43.6044622,1.4442469,1719824400,clear sky,22.01,62,3.63,33
1197,Toulouse,43.6044622,1.4442469,1719835200,clear sky,24.85,52,4.91,33
1198,Toulouse,43.6044622,1.4442469,1719846000,scattered clouds,26.15,47,4.84,33
1199,Toulouse,43.6044622,1.4442469,1719856800,few clouds,23.7,57,4.46,33
1200,Montauban,44.0175835,1.3549991,1719435600,light rain,30.18,59,1.54,26
1201,Montauban,44.0175835,1.3549991,1719446400,scattered clouds,24.96,67,1.57,26
1202,Montauban,44.0175835,1.3549991,1719457200,overcast clouds,21.23,76,0.77,26
